versionId,scheme,circle,division,range,financialYear,budgetHead,sanctionedAmountRs,spentAmountRs,lastUpdateRole,lastUpdateDate,utilisationRemark
870,EcoTourism,Circle-North,Div-E,Range-5,2020,Plantation,5334000.00,1988845.78,RangeOfficer,2021-01-31,UnderUtilised
871,WildlifeProtection,Circle-South,Div-E,Range-4,2025,Works,9384000.00,9630141.21,AccountsOfficer,2026-01-17,OverUtilised
872,EcoTourism,Circle-South,Div-E,Range-1,2024,Equipment,1764000.00,1002860.56,APCCF-Finance,2024-06-02,UnderUtilised
873,GreenIndiaMission,Circle-East,Div-D,Range-8,2021,Equipment,7970000.00,6387817.72,CF,2021-04-25,Normal
874,CAMPA,Circle-East,Div-C,Range-3,2022,Equipment,12551000.00,8852150.26,CF,2022-12-15,Normal
875,WildlifeProtection,Circle-West,Div-C,Range-7,2023,Plantation,12992000.00,7197181.57,AccountsOfficer,2023-06-07,UnderUtilised
876,TeakImprovement,Circle-East,Div-C,Range-7,2022,Protection,7248000.00,3802900.45,RangeOfficer,2022-07-25,UnderUtilised
877,GreenIndiaMission,Circle-West,Div-D,Range-8,2024,Protection,13177000.00,11601381.61,DFO,2025-01-29,Normal
878,WildlifeProtection,Circle-North,Div-C,Range-8,2025,Equipment,8915000.00,7441702.56,DFO,2025-06-02,Normal
879,EcoTourism,Circle-North,Div-E,Range-5,2023,Community,2179000.00,732223.06,DFO,2023-12-18,UnderUtilised
880,GreenIndiaMission,Circle-North,Div-D,Range-10,2021,Protection,5345000.00,4174608.61,RangeOfficer,2022-02-24,Normal
881,FireManagement,Circle-East,Div-F,Range-4,2023,Equipment,3232000.00,1647813.08,DFO,2023-12-24,UnderUtilised
882,GreenIndiaMission,Circle-West,Div-C,Range-4,2023,Community,10975000.00,5162768.80,CF,2023-07-19,UnderUtilised
883,EcoTourism,Circle-East,Div-E,Range-1,2022,Salary,2439000.00,1441587.99,RangeOfficer,2022-07-26,UnderUtilised
884,EcoTourism,Circle-South,Div-F,Range-5,2018,Plantation,3034000.00,2583998.41,APCCF-Finance,2018-04-08,Normal
885,GreenIndiaMission,Circle-East,Div-F,Range-10,2018,Salary,6428000.00,6044167.12,AccountsOfficer,2019-01-25,Normal
886,GreenIndiaMission,Circle-South,Div-D,Range-1,2021,Works,9370000.00,7818539.95,AccountsOfficer,2022-01-09,Normal
887,CAMPA,Circle-North,Div-F,Range-10,2022,Protection,12984000.00,13535213.84,APCCF-Finance,2023-03-02,OverUtilised
888,WildlifeProtection,Circle-North,Div-A,Range-4,2023,Plantation,5731000.00,5943239.21,DFO,2023-12-21,OverUtilised
889,GreenIndiaMission,Circle-West,Div-E,Range-9,2021,Community,6369000.00,3007227.71,RangeOfficer,2021-12-30,UnderUtilised
890,WildlifeProtection,Circle-East,Div-F,Range-10,2022,Plantation,8060000.00,5595465.00,APCCF-Finance,2023-01-29,Normal
891,GreenIndiaMission,Circle-West,Div-F,Range-3,2020,Protection,7866000.00,7739179.22,CF,2021-03-13,Normal
892,WildlifeProtection,Circle-East,Div-B,Range-3,2021,Works,10048000.00,4461616.35,CF,2021-06-07,UnderUtilised
893,GreenIndiaMission,Circle-West,Div-F,Range-7,2021,Works,14129000.00,10274243.89,DFO,2022-03-01,Normal
894,WildlifeProtection,Circle-East,Div-C,Range-1,2024,Plantation,12572000.00,10346319.89,DFO,2024-04-24,Normal
895,CAMPA,Circle-East,Div-E,Range-9,2024,Works,8842000.00,8134642.54,APCCF-Finance,2024-09-09,Normal
896,FireManagement,Circle-West,Div-F,Range-8,2018,Salary,2484000.00,2558558.39,DFO,2019-01-01,OverUtilised
897,EcoTourism,Circle-South,Div-E,Range-10,2025,Protection,1501000.00,1103154.25,AccountsOfficer,2026-03-01,Normal
898,FireManagement,Circle-South,Div-F,Range-2,2022,Equipment,3618000.00,2559189.16,AccountsOfficer,2022-12-02,Normal
899,TeakImprovement,Circle-South,Div-E,Range-2,2021,Protection,9624000.00,8171132.95,RangeOfficer,2022-03-20,Normal
900,TeakImprovement,Circle-East,Div-D,Range-5,2025,Equipment,6748000.00,3188127.43,CF,2025-07-24,UnderUtilised
901,WildlifeProtection,Circle-West,Div-D,Range-6,2020,Plantation,7709000.00,3738294.98,DFO,2021-03-15,UnderUtilised
902,GreenIndiaMission,Circle-South,Div-B,Range-4,2024,Plantation,13331000.00,12678979.27,AccountsOfficer,2024-09-09,Normal
903,CAMPA,Circle-South,Div-F,Range-2,2023,Equipment,7783000.00,2732634.37,CF,2023-11-29,UnderUtilised
904,TeakImprovement,Circle-West,Div-A,Range-3,2024,Works,15366000.00,14096728.68,AccountsOfficer,2024-10-22,Normal
905,GreenIndiaMission,Circle-East,Div-D,Range-9,2018,Works,10278000.00,4239701.72,CF,2019-02-16,UnderUtilised
906,CAMPA,Circle-West,Div-D,Range-8,2018,Protection,15453000.00,15490501.59,APCCF-Finance,2018-12-05,OverUtilised
907,CAMPA,Circle-North,Div-C,Range-5,2023,Community,14612000.00,5636308.84,CF,2024-01-19,UnderUtilised
908,CAMPA,Circle-East,Div-F,Range-6,2025,Works,17900000.00,18106671.21,RangeOfficer,2025-07-27,OverUtilised
909,FireManagement,Circle-North,Div-C,Range-5,2019,Salary,4184000.00,1642548.31,RangeOfficer,2020-03-30,UnderUtilised
910,FireManagement,Circle-North,Div-D,Range-5,2025,Works,3139000.00,2338793.98,APCCF-Finance,2025-10-16,Normal
911,EcoTourism,Circle-South,Div-D,Range-8,2022,Community,1263000.00,1082496.24,RangeOfficer,2023-02-17,Normal
912,GreenIndiaMission,Circle-South,Div-F,Range-10,2019,Salary,7410000.00,6528373.33,RangeOfficer,2019-10-11,Normal
913,TeakImprovement,Circle-East,Div-F,Range-8,2022,Salary,3246000.00,2977509.65,DFO,2022-07-19,Normal
914,FireManagement,Circle-North,Div-B,Range-2,2024,Equipment,3714000.00,1645430.47,AccountsOfficer,2024-11-13,UnderUtilised
915,WildlifeProtection,Circle-East,Div-E,Range-9,2023,Equipment,4192000.00,3701236.71,DFO,2023-12-17,Normal
916,TeakImprovement,Circle-East,Div-D,Range-2,2018,Protection,10377000.00,4741974.51,APCCF-Finance,2019-02-20,UnderUtilised
917,WildlifeProtection,Circle-West,Div-F,Range-6,2020,Protection,6043000.00,5267837.25,RangeOfficer,2020-04-30,Normal
918,TeakImprovement,Circle-East,Div-D,Range-9,2020,Equipment,7182000.00,2986272.86,AccountsOfficer,2021-01-19,UnderUtilised
919,WildlifeProtection,Circle-East,Div-E,Range-1,2020,Community,3348000.00,2465858.09,CF,2020-10-11,Normal
920,TeakImprovement,Circle-West,Div-E,Range-8,2024,Protection,6824000.00,5937068.95,RangeOfficer,2024-04-11,Normal
921,EcoTourism,Circle-East,Div-D,Range-9,2020,Equipment,1788000.00,1360202.68,APCCF-Finance,2020-06-02,Normal
922,EcoTourism,Circle-South,Div-F,Range-9,2021,Works,5524000.00,3933197.34,AccountsOfficer,2021-09-21,Normal
923,EcoTourism,Circle-West,Div-C,Range-2,2022,Salary,2014000.00,629927.24,RangeOfficer,2022-04-20,UnderUtilised
924,GreenIndiaMission,Circle-East,Div-A,Range-5,2020,Equipment,12906000.00,5597544.99,APCCF-Finance,2020-09-13,UnderUtilised
925,WildlifeProtection,Circle-South,Div-B,Range-10,2022,Community,6933000.00,7156463.08,AccountsOfficer,2022-07-10,OverUtilised
926,CAMPA,Circle-North,Div-A,Range-2,2018,Works,24712000.00,15830585.11,AccountsOfficer,2019-03-02,Normal
927,CAMPA,Circle-East,Div-A,Range-2,2018,Salary,12958000.00,6576015.14,DFO,2018-11-01,UnderUtilised
928,WildlifeProtection,Circle-South,Div-B,Range-10,2019,Community,6339000.00,5796565.44,APCCF-Finance,2019-06-26,Normal
929,WildlifeProtection,Circle-West,Div-F,Range-4,2023,Salary,4323000.00,1915038.66,APCCF-Finance,2023-11-08,UnderUtilised
930,GreenIndiaMission,Circle-East,Div-A,Range-6,2022,Plantation,16689000.00,17467305.03,DFO,2023-02-24,OverUtilised
931,CAMPA,Circle-North,Div-A,Range-7,2024,Community,8771000.00,8432564.02,RangeOfficer,2024-08-11,Normal
932,TeakImprovement,Circle-East,Div-C,Range-4,2018,Plantation,13866000.00,7783408.46,RangeOfficer,2018-06-13,UnderUtilised
933,FireManagement,Circle-West,Div-B,Range-2,2018,Works,5742000.00,5356315.84,DFO,2019-02-23,Normal
934,CAMPA,Circle-North,Div-E,Range-6,2019,Salary,11951000.00,11183396.05,RangeOfficer,2019-07-13,Normal
935,GreenIndiaMission,Circle-East,Div-A,Range-2,2022,Equipment,15840000.00,10838584.09,APCCF-Finance,2022-09-22,Normal
936,GreenIndiaMission,Circle-South,Div-E,Range-2,2020,Salary,7600000.00,4630474.38,CF,2020-12-23,Normal
937,CAMPA,Circle-North,Div-C,Range-8,2022,Equipment,14011000.00,5982529.60,AccountsOfficer,2022-11-11,UnderUtilised
938,GreenIndiaMission,Circle-North,Div-C,Range-6,2025,Plantation,23969000.00,19912527.90,AccountsOfficer,2025-08-04,Normal
939,CAMPA,Circle-East,Div-D,Range-3,2018,Equipment,8904000.00,3696703.24,DFO,2018-08-25,UnderUtilised
940,FireManagement,Circle-West,Div-F,Range-9,2019,Salary,1884000.00,1698658.38,DFO,2019-06-04,Normal
941,TeakImprovement,Circle-West,Div-C,Range-5,2018,Salary,7854000.00,4368157.25,DFO,2018-07-10,UnderUtilised
942,FireManagement,Circle-East,Div-F,Range-9,2018,Salary,3200000.00,1251746.93,CF,2018-06-17,UnderUtilised
943,WildlifeProtection,Circle-East,Div-F,Range-1,2020,Salary,3843000.00,3461956.28,CF,2021-01-20,Normal
944,GreenIndiaMission,Circle-East,Div-C,Range-9,2023,Salary,6757000.00,6593844.13,DFO,2024-03-15,Normal
945,FireManagement,Circle-West,Div-E,Range-7,2018,Protection,2929000.00,2535242.35,AccountsOfficer,2018-06-24,Normal
946,CAMPA,Circle-West,Div-A,Range-6,2020,Community,13027000.00,7479944.78,DFO,2021-02-08,UnderUtilised
947,WildlifeProtection,Circle-West,Div-B,Range-8,2019,Protection,5430000.00,2220035.82,AccountsOfficer,2019-05-13,UnderUtilised
948,CAMPA,Circle-West,Div-A,Range-8,2025,Plantation,26322000.00,12372016.01,APCCF-Finance,2025-04-04,UnderUtilised
949,CAMPA,Circle-East,Div-B,Range-9,2022,Plantation,28833000.00,27673672.66,DFO,2023-02-23,Normal
950,GreenIndiaMission,Circle-North,Div-E,Range-2,2020,Protection,12688000.00,9276829.85,RangeOfficer,2020-10-27,Normal
951,WildlifeProtection,Circle-South,Div-E,Range-8,2025,Community,6960000.00,4656881.85,AccountsOfficer,2025-08-19,Normal
952,FireManagement,Circle-South,Div-A,Range-7,2019,Protection,3440000.00,3429382.98,APCCF-Finance,2019-05-11,Normal
953,EcoTourism,Circle-North,Div-B,Range-10,2024,Community,1571000.00,735024.58,APCCF-Finance,2025-03-20,UnderUtilised
954,EcoTourism,Circle-East,Div-E,Range-9,2018,Equipment,2984000.00,2686878.09,CF,2019-03-11,Normal
955,TeakImprovement,Circle-East,Div-A,Range-7,2020,Protection,5823000.00,3279286.08,AccountsOfficer,2020-12-19,UnderUtilised
956,WildlifeProtection,Circle-East,Div-B,Range-3,2025,Community,5845000.00,2918165.66,AccountsOfficer,2025-11-26,UnderUtilised
957,CAMPA,Circle-East,Div-F,Range-10,2023,Equipment,18339000.00,17934660.01,RangeOfficer,2023-05-25,Normal
958,EcoTourism,Circle-West,Div-B,Range-8,2021,Community,3406000.00,3523752.71,APCCF-Finance,2022-01-22,OverUtilised
959,FireManagement,Circle-South,Div-E,Range-1,2019,Protection,4667000.00,2955083.01,DFO,2019-05-03,Normal
960,FireManagement,Circle-West,Div-A,Range-4,2019,Community,4678000.00,1778803.90,CF,2019-08-28,UnderUtilised
961,WildlifeProtection,Circle-North,Div-C,Range-10,2025,Community,5629000.00,5515294.51,RangeOfficer,2025-08-29,Normal
962,TeakImprovement,Circle-South,Div-C,Range-3,2024,Salary,7969000.00,3236033.67,APCCF-Finance,2025-01-31,UnderUtilised
963,FireManagement,Circle-East,Div-F,Range-6,2021,Salary,2911000.00,2959078.33,DFO,2021-10-19,OverUtilised
964,TeakImprovement,Circle-South,Div-A,Range-6,2020,Plantation,17544000.00,8225662.49,CF,2020-05-09,UnderUtilised
965,WildlifeProtection,Circle-West,Div-E,Range-3,2022,Community,3771000.00,2033709.99,APCCF-Finance,2023-01-02,UnderUtilised
966,EcoTourism,Circle-North,Div-E,Range-5,2019,Equipment,3315000.00,3272109.95,DFO,2019-06-03,Normal
967,CAMPA,Circle-East,Div-B,Range-10,2019,Works,12062000.00,9907810.07,CF,2020-02-05,Normal
968,GreenIndiaMission,Circle-South,Div-E,Range-4,2020,Salary,9291000.00,6886971.39,RangeOfficer,2021-01-08,Normal
969,CAMPA,Circle-South,Div-E,Range-4,2020,Community,14850000.00,7484403.16,APCCF-Finance,2021-01-06,UnderUtilised
970,GreenIndiaMission,Circle-East,Div-F,Range-9,2025,Equipment,8264000.00,4112406.72,DFO,2025-06-04,UnderUtilised
971,TeakImprovement,Circle-South,Div-D,Range-2,2019,Equipment,11482000.00,10621565.74,CF,2019-04-28,Normal
972,FireManagement,Circle-North,Div-D,Range-3,2022,Plantation,3582000.00,3167824.79,DFO,2023-01-23,Normal
973,GreenIndiaMission,Circle-West,Div-D,Range-9,2025,Equipment,7323000.00,5790701.88,AccountsOfficer,2025-11-11,Normal
974,TeakImprovement,Circle-East,Div-F,Range-8,2025,Protection,6210000.00,6142440.78,CF,2025-06-16,Normal
975,FireManagement,Circle-South,Div-D,Range-9,2023,Works,4766000.00,2012087.23,DFO,2023-11-09,UnderUtilised
976,EcoTourism,Circle-South,Div-E,Range-3,2023,Community,3361000.00,1585797.36,DFO,2023-07-28,UnderUtilised
977,EcoTourism,Circle-South,Div-F,Range-9,2023,Plantation,4607000.00,2865538.14,APCCF-Finance,2023-06-21,Normal
978,WildlifeProtection,Circle-East,Div-E,Range-8,2023,Equipment,4148000.00,2111211.27,RangeOfficer,2023-05-05,UnderUtilised
979,WildlifeProtection,Circle-North,Div-B,Range-6,2022,Salary,4528000.00,4232693.16,RangeOfficer,2022-05-12,Normal
980,WildlifeProtection,Circle-East,Div-D,Range-3,2022,Works,11519000.00,11609488.93,APCCF-Finance,2022-04-08,OverUtilised
981,CAMPA,Circle-West,Div-F,Range-10,2022,Community,14692000.00,8032797.81,RangeOfficer,2022-08-24,UnderUtilised
982,GreenIndiaMission,Circle-South,Div-A,Range-6,2019,Protection,7579000.00,5357310.00,DFO,2019-12-02,Normal
983,EcoTourism,Circle-West,Div-D,Range-5,2019,Protection,1455000.00,536386.40,APCCF-Finance,2019-09-29,UnderUtilised
984,EcoTourism,Circle-West,Div-A,Range-6,2022,Plantation,4747000.00,3299990.95,CF,2022-04-30,Normal
985,TeakImprovement,Circle-South,Div-D,Range-5,2020,Community,8797000.00,2678915.13,RangeOfficer,2020-07-20,UnderUtilised
986,GreenIndiaMission,Circle-South,Div-C,Range-4,2022,Protection,13001000.00,4157430.62,APCCF-Finance,2023-03-19,UnderUtilised
987,GreenIndiaMission,Circle-West,Div-E,Range-1,2020,Salary,5902000.00,1793313.09,DFO,2020-07-04,UnderUtilised
988,TeakImprovement,Circle-East,Div-D,Range-9,2024,Salary,5396000.00,3456903.38,DFO,2025-01-14,Normal
989,TeakImprovement,Circle-West,Div-E,Range-2,2020,Protection,11076000.00,9539520.73,CF,2021-02-24,Normal
990,EcoTourism,Circle-North,Div-E,Range-2,2021,Plantation,2827000.00,1464701.32,CF,2021-11-12,UnderUtilised
991,WildlifeProtection,Circle-South,Div-D,Range-4,2021,Community,5846000.00,5570415.80,APCCF-Finance,2021-07-08,Normal
992,TeakImprovement,Circle-South,Div-E,Range-4,2021,Salary,3891000.00,1751663.16,DFO,2021-12-24,UnderUtilised
993,TeakImprovement,Circle-East,Div-D,Range-1,2025,Protection,9874000.00,5539998.88,RangeOfficer,2025-10-16,UnderUtilised
994,FireManagement,Circle-South,Div-B,Range-2,2023,Plantation,4731000.00,2457509.05,RangeOfficer,2023-09-29,UnderUtilised
995,CAMPA,Circle-North,Div-C,Range-6,2022,Plantation,28571000.00,28609500.71,APCCF-Finance,2022-06-25,OverUtilised
996,GreenIndiaMission,Circle-East,Div-F,Range-6,2020,Salary,10424000.00,7271648.84,DFO,2020-04-01,Normal
997,EcoTourism,Circle-West,Div-D,Range-9,2024,Works,2460000.00,1614140.47,DFO,2024-12-12,Normal
998,WildlifeProtection,Circle-North,Div-B,Range-1,2024,Plantation,12041000.00,3844864.24,DFO,2025-02-12,UnderUtilised
999,TeakImprovement,Circle-West,Div-F,Range-6,2020,Community,3651000.00,3361906.94,CF,2021-03-02,Normal
1000,FireManagement,Circle-North,Div-B,Range-4,2021,Plantation,5652000.00,4856383.88,APCCF-Finance,2022-02-22,Normal
