blockId,zone,blockType,siteQuality,agroZone,soilClass,slopeClass,areaHa,plantingYear,rotationAge,firstThinningYear,secondThinningYear,finalHarvestYear,treesPerHa,avgDBH_cm,avgHeight_m,stocking_m3_per_ha,heartwoodShare_pct,riskIndex,roadDistance_km,marketDistance_km,nextOperationType,nextOperationYear,priorityScore
564,Zone-3,Estate,Medium,Medium Rainfall,Laterite,Moderate,5.25,2014,21,2024,2029,2035,1111,26.5,19.5,54.26,21.4,48.5,12.45,74.39,SecondThinning,2029,95.3
565,Zone-1,Estate,Poor,Low Rainfall,Sandy,Steep,3.49,2018,22,2025,2033,2040,1600,15.3,13.1,13.99,11.1,63.3,11.08,13.59,SecondThinning,2033,93.9
566,Zone-4,Estate,Good,Medium Rainfall,Laterite,Steep,1.18,2006,25,2015,2020,2031,1111,21.1,21.2,10.56,42.1,60.2,0.18,73.18,FinalHarvest,2031,97.0
567,Zone-1,Estate,Poor,Low Rainfall,Clay,Moderate,9.04,2013,21,2021,2029,2034,1111,19.9,19.2,69.08,27.3,64.0,11.6,14.67,SecondThinning,2029,98.4
568,Zone-4,Farmer,Excellent,Medium Rainfall,Loam,Steep,6.54,2017,27,2024,2033,2044,816,16.7,11.8,25.78,13.6,56.6,18.98,20.28,SecondThinning,2033,93.5
569,Zone-1,Estate,Excellent,Low Rainfall,Loam,Flat,15.83,2012,26,2022,2024,2038,1600,27.8,19.1,168.11,28.8,45.6,13.09,21.63,FinalHarvest,2038,86.7
570,Zone-2,Farmer,Excellent,Medium Rainfall,Sandy,Moderate,2.99,1999,35,2006,2015,2034,1111,27.2,31.1,50.59,48.2,44.3,5.31,18.55,FinalHarvest,2034,86.9
571,Zone-1,Block,Good,Low Rainfall,Laterite,Flat,12.78,1995,28,2002,2010,2023,1600,29.2,25.0,186.59,63.9,59.0,9.07,17.08,FinalHarvestOverdue,2025,100.0
572,Zone-3,Estate,Medium,High Rainfall,Sandy,Flat,24.42,2006,23,2013,2019,2029,1111,27.3,15.5,206.67,33.3,40.7,10.28,16.43,FinalHarvest,2029,92.9
573,Zone-3,Estate,Medium,Low Rainfall,Clay,Gentle,6.27,2018,25,2026,2032,2043,1111,13.9,13.7,23.88,12.5,56.5,5.96,60.89,FirstThinning,2026,98.3
574,Zone-4,Block,Excellent,Low Rainfall,Clay,Gentle,5.75,2017,29,2027,2029,2046,1111,11.3,9.2,11.96,18.2,53.0,8.98,49.72,FirstThinning,2027,98.0
575,Zone-3,Boundary,Poor,High Rainfall,Laterite,Steep,5.79,2006,20,2013,2021,2026,625,19.7,14.3,32.62,38.1,57.6,5.94,67.0,FinalHarvest,2026,100.0
576,Zone-5,Boundary,Excellent,Low Rainfall,Sandy,Gentle,20.42,2008,27,2017,2021,2035,625,18.7,19.3,147.4,32.7,63.4,2.53,28.89,FinalHarvest,2035,92.9
577,Zone-1,Boundary,Medium,Medium Rainfall,Clay,Gentle,14.48,2007,22,2015,2023,2029,625,20.2,18.5,108.22,38.2,68.4,16.17,55.35,FinalHarvest,2029,98.9
578,Zone-5,Block,Excellent,Medium Rainfall,Clay,Gentle,5.73,2020,32,2030,2032,2052,1111,7.1,4.5,3.66,10.0,49.8,7.72,48.23,FirstThinning,2030,93.2
579,Zone-3,Estate,Poor,Medium Rainfall,Clay,Gentle,21.2,2007,18,2014,2021,2025,1600,18.7,14.8,117.35,39.0,61.7,5.57,61.53,FinalHarvestOverdue,2025,100.0
580,Zone-4,Estate,Good,Medium Rainfall,Sandy,Steep,8.16,2009,29,2016,2023,2038,1600,18.3,14.4,43.01,27.1,43.2,6.52,56.57,FinalHarvest,2038,85.0
581,Zone-4,Farmer,Medium,Low Rainfall,Loam,Moderate,20.59,2012,20,2019,2026,2032,1111,19.1,21.6,169.89,21.8,49.9,12.29,65.94,SecondThinning,2026,99.0
582,Zone-3,Farmer,Medium,High Rainfall,Laterite,Flat,4.03,1999,24,2009,2014,2023,625,27.4,26.3,58.08,52.8,59.8,19.53,29.14,FinalHarvestOverdue,2025,100.0
583,Zone-4,Farmer,Poor,Medium Rainfall,Clay,Flat,9.47,2002,19,2009,2014,2021,816,26.2,20.2,100.24,43.2,64.6,3.84,12.84,FinalHarvestOverdue,2025,100.0
584,Zone-2,Boundary,Good,High Rainfall,Laterite,Gentle,21.35,1998,24,2006,2012,2022,625,32.7,25.4,354.66,55.2,46.1,8.06,10.15,FinalHarvestOverdue,2025,100.0
585,Zone-4,Farmer,Good,High Rainfall,Sandy,Gentle,12.06,1998,23,2006,2010,2021,816,28.7,20.3,140.53,55.6,53.6,5.39,74.52,FinalHarvestOverdue,2025,100.0
586,Zone-1,Boundary,Excellent,Low Rainfall,Loam,Steep,13.05,2011,30,2018,2026,2041,625,20.7,14.8,79.96,29.5,62.0,8.51,27.05,SecondThinning,2026,100.0
587,Zone-4,Farmer,Good,High Rainfall,Laterite,Steep,3.62,1996,25,2003,2009,2021,1111,26.1,20.4,38.55,55.7,42.0,2.11,21.98,FinalHarvestOverdue,2025,99.4
588,Zone-5,Block,Excellent,Medium Rainfall,Sandy,Gentle,18.61,2017,29,2027,2030,2046,1600,16.3,10.1,61.28,13.9,57.9,14.7,12.07,FirstThinning,2027,99.0
589,Zone-5,Block,Good,High Rainfall,Loam,Gentle,8.56,1997,24,2005,2011,2021,1111,27.8,20.2,96.14,55.7,50.0,3.63,24.79,FinalHarvestOverdue,2025,100.0
590,Zone-1,Farmer,Poor,High Rainfall,Clay,Steep,15.0,2010,19,2020,2022,2029,1111,26.2,18.5,145.41,34.9,65.1,10.55,17.55,FinalHarvest,2029,99.4
591,Zone-2,Estate,Poor,Medium Rainfall,Clay,Steep,12.78,2006,22,2015,2021,2028,1111,21.6,14.1,77.85,36.5,61.3,17.84,63.09,FinalHarvest,2028,98.5
592,Zone-5,Block,Poor,Medium Rainfall,Sandy,Gentle,24.49,2002,19,2011,2017,2021,1600,29.9,28.9,423.24,50.7,50.8,14.91,19.54,FinalHarvestOverdue,2025,100.0
593,Zone-4,Estate,Good,High Rainfall,Laterite,Gentle,7.37,2016,27,2025,2031,2043,1111,17.6,9.7,25.16,14.9,57.4,14.07,67.56,SecondThinning,2031,95.7
594,Zone-1,Block,Excellent,High Rainfall,Clay,Moderate,3.64,1995,32,2003,2010,2027,1600,35.5,23.5,60.73,60.6,44.9,9.79,9.85,FinalHarvest,2027,95.2
595,Zone-3,Estate,Excellent,Low Rainfall,Loam,Moderate,20.81,1998,25,2008,2012,2023,1600,33.6,27.9,390.16,49.0,47.5,7.07,26.24,FinalHarvestOverdue,2025,100.0
596,Zone-5,Farmer,Poor,High Rainfall,Clay,Gentle,24.9,2001,21,2008,2015,2022,1111,25.6,31.2,397.76,45.5,60.4,7.79,34.93,FinalHarvestOverdue,2025,100.0
597,Zone-1,Boundary,Good,High Rainfall,Clay,Gentle,14.53,2016,27,2024,2029,2043,625,12.0,10.5,36.62,15.0,49.1,6.02,74.53,SecondThinning,2029,96.0
598,Zone-4,Farmer,Excellent,Medium Rainfall,Sandy,Gentle,13.64,2017,30,2026,2032,2047,816,13.4,10.5,38.38,15.1,40.8,11.22,76.81,FirstThinning,2026,96.2
599,Zone-4,Estate,Medium,High Rainfall,Clay,Gentle,14.93,2006,21,2015,2018,2027,1111,19.3,19.4,111.8,37.6,62.9,10.41,67.94,FinalHarvest,2027,100.0
600,Zone-1,Estate,Good,High Rainfall,Sandy,Moderate,15.26,2004,29,2013,2016,2033,1600,39.8,28.1,341.33,44.4,41.6,4.18,15.81,FinalHarvest,2033,89.7
601,Zone-4,Farmer,Medium,High Rainfall,Loam,Moderate,16.08,2018,20,2028,2034,2038,625,11.6,8.4,31.34,10.5,66.4,10.44,23.54,FirstThinning,2028,100.0
602,Zone-1,Block,Poor,High Rainfall,Laterite,Steep,2.34,1998,20,2008,2013,2018,1600,41.4,30.1,58.32,54.5,64.7,13.66,69.45,FinalHarvestOverdue,2025,100.0
603,Zone-5,Estate,Excellent,Low Rainfall,Sandy,Gentle,4.4,2018,35,2026,2031,2053,1600,13.8,9.7,11.78,15.7,68.8,9.91,55.08,FirstThinning,2026,99.8
604,Zone-4,Block,Poor,Medium Rainfall,Laterite,Steep,4.56,2004,21,2011,2020,2025,1111,25.2,23.6,54.24,43.5,66.8,12.44,8.2,FinalHarvestOverdue,2025,100.0
605,Zone-3,Farmer,Excellent,High Rainfall,Laterite,Moderate,1.22,2000,30,2008,2014,2030,625,35.5,26.2,22.69,46.7,44.5,13.15,47.24,FinalHarvest,2030,92.9
606,Zone-4,Farmer,Good,High Rainfall,Clay,Steep,2.64,2015,29,2025,2030,2044,625,15.3,11.5,9.29,24.3,63.3,10.56,14.71,SecondThinning,2030,97.1
607,Zone-3,Boundary,Excellent,Low Rainfall,Sandy,Flat,21.45,2000,28,2007,2012,2028,625,35.0,28.2,423.42,48.2,46.9,15.46,73.8,FinalHarvest,2028,96.2
608,Zone-2,Estate,Medium,High Rainfall,Laterite,Steep,23.14,1996,24,2005,2008,2020,1600,41.9,20.9,405.28,60.6,58.2,16.83,74.27,FinalHarvestOverdue,2025,100.0
609,Zone-3,Estate,Excellent,Medium Rainfall,Loam,Gentle,5.7,2010,32,2019,2023,2042,1600,25.4,17.5,50.67,30.3,63.7,1.81,6.82,FinalHarvest,2042,83.9
610,Zone-1,Farmer,Poor,Low Rainfall,Sandy,Moderate,19.59,2013,22,2020,2027,2035,1111,24.8,21.7,210.85,26.3,55.8,3.88,20.56,SecondThinning,2027,98.4
611,Zone-4,Boundary,Good,High Rainfall,Loam,Flat,11.53,2015,28,2022,2031,2043,625,10.6,12.7,31.04,18.0,43.5,4.69,50.11,SecondThinning,2031,92.5
612,Zone-3,Estate,Medium,Medium Rainfall,Clay,Steep,17.88,1997,21,2006,2009,2018,1600,42.1,31.2,469.71,56.0,52.0,1.23,57.31,FinalHarvestOverdue,2025,100.0
613,Zone-1,Block,Good,High Rainfall,Sandy,Flat,9.11,2003,25,2012,2015,2028,1600,29.1,29.8,158.0,42.3,62.7,18.26,9.67,FinalHarvest,2028,100.0
614,Zone-4,Estate,Poor,Medium Rainfall,Sandy,Steep,15.36,2014,18,2024,2027,2032,1111,25.2,14.8,114.57,22.0,46.8,7.07,40.82,SecondThinning,2027,98.2
615,Zone-2,Estate,Poor,Low Rainfall,Loam,Steep,17.37,2018,18,2028,2030,2036,1111,16.1,12.2,68.24,13.3,52.8,2.84,37.85,FirstThinning,2028,98.4
616,Zone-5,Boundary,Good,Low Rainfall,Clay,Steep,23.03,2002,25,2009,2018,2027,625,25.2,25.0,290.18,48.5,64.2,10.77,8.43,FinalHarvest,2027,100.0
617,Zone-1,Farmer,Poor,Low Rainfall,Sandy,Gentle,11.53,2004,18,2013,2018,2022,625,38.1,22.9,201.2,39.9,58.2,9.63,14.18,FinalHarvestOverdue,2025,100.0
618,Zone-1,Estate,Good,High Rainfall,Loam,Steep,17.93,2006,25,2016,2020,2031,1111,25.8,16.3,150.81,39.5,55.8,5.42,57.33,FinalHarvest,2031,96.2
619,Zone-5,Estate,Poor,Medium Rainfall,Laterite,Steep,7.71,2001,19,2009,2015,2020,1600,27.5,28.7,121.7,50.9,41.1,4.78,38.02,FinalHarvestOverdue,2025,98.6
620,Zone-4,Estate,Poor,Medium Rainfall,Sandy,Moderate,7.67,2007,20,2014,2019,2027,1111,26.5,17.1,69.51,31.2,51.5,8.94,21.83,FinalHarvest,2027,98.3
621,Zone-4,Farmer,Excellent,High Rainfall,Sandy,Moderate,1.75,2019,30,2026,2035,2049,816,17.4,13.4,8.16,15.1,57.7,15.17,30.57,FirstThinning,2026,99.5
622,Zone-5,Block,Excellent,High Rainfall,Sandy,Flat,14.28,2018,35,2027,2034,2053,1111,13.4,12.3,47.07,16.7,47.8,19.21,40.05,FirstThinning,2027,94.6
623,Zone-2,Farmer,Poor,Medium Rainfall,Clay,Flat,24.97,2019,22,2028,2033,2041,625,13.2,11.7,77.13,10.6,59.8,15.67,65.77,FirstThinning,2028,98.2
624,Zone-5,Estate,Poor,Medium Rainfall,Clay,Moderate,21.34,2009,21,2016,2024,2030,1600,22.7,21.7,210.24,31.8,65.3,4.44,9.39,FinalHarvest,2030,97.7
625,Zone-1,Boundary,Good,Low Rainfall,Laterite,Gentle,7.19,2020,26,2029,2035,2046,625,5.6,6.5,5.23,10.0,58.5,1.09,13.58,FirstThinning,2029,98.3
626,Zone-1,Farmer,Excellent,High Rainfall,Clay,Flat,14.28,2002,25,2011,2016,2027,1111,38.6,30.3,334.03,44.5,61.5,12.05,31.23,FinalHarvest,2027,100.0
627,Zone-1,Block,Poor,High Rainfall,Sandy,Gentle,5.9,2013,20,2023,2025,2033,1111,26.8,15.1,47.75,22.3,63.6,6.77,35.61,FinalHarvest,2033,94.7
628,Zone-3,Block,Good,High Rainfall,Sandy,Gentle,9.84,2004,24,2011,2016,2028,1600,41.2,26.1,211.62,44.8,55.2,11.67,30.8,FinalHarvest,2028,99.4
629,Zone-2,Block,Poor,High Rainfall,Loam,Steep,19.3,2015,18,2022,2028,2033,1111,14.3,8.7,48.02,23.8,63.9,12.18,54.44,SecondThinning,2028,100.0
630,Zone-5,Block,Good,Medium Rainfall,Loam,Moderate,22.87,2005,25,2014,2018,2030,1111,21.1,21.8,210.39,41.9,53.4,19.16,35.74,FinalHarvest,2030,96.7
631,Zone-1,Boundary,Poor,Medium Rainfall,Laterite,Gentle,11.78,2008,19,2016,2024,2027,625,20.4,21.3,102.37,35.7,60.0,12.15,64.69,FinalHarvest,2027,100.0
632,Zone-3,Boundary,Poor,Low Rainfall,Laterite,Steep,13.12,1999,22,2009,2012,2021,625,43.0,30.5,344.14,47.2,43.6,5.34,46.59,FinalHarvestOverdue,2025,97.9
633,Zone-4,Estate,Medium,Low Rainfall,Laterite,Flat,17.56,1997,21,2007,2012,2018,1111,27.5,28.4,274.29,53.4,48.8,6.8,66.85,FinalHarvestOverdue,2025,99.4
634,Zone-3,Estate,Poor,Low Rainfall,Clay,Steep,22.86,2015,21,2025,2029,2036,1111,15.6,12.4,88.44,22.2,57.7,16.42,43.2,SecondThinning,2029,97.1
635,Zone-2,Estate,Good,High Rainfall,Laterite,Steep,8.69,2000,30,2009,2012,2030,1600,30.9,24.1,129.43,50.6,66.9,11.64,68.3,FinalHarvest,2030,97.4
636,Zone-4,Boundary,Good,Medium Rainfall,Clay,Gentle,23.88,1996,25,2006,2012,2021,625,30.6,30.6,447.21,56.1,50.4,3.4,26.59,FinalHarvestOverdue,2025,100.0
637,Zone-4,Block,Medium,Low Rainfall,Clay,Moderate,24.73,2019,20,2027,2033,2039,1600,10.8,11.3,60.36,12.1,45.1,12.01,7.98,FirstThinning,2027,97.0
638,Zone-5,Farmer,Poor,Medium Rainfall,Sandy,Moderate,5.88,2013,21,2023,2029,2034,1111,26.3,16.4,50.72,20.1,61.2,16.91,38.33,SecondThinning,2029,97.8
639,Zone-4,Block,Good,Low Rainfall,Loam,Moderate,18.56,1998,27,2005,2011,2025,1600,31.5,26.1,305.18,51.8,58.9,10.31,63.28,FinalHarvestOverdue,2025,100.0
640,Zone-3,Estate,Excellent,Low Rainfall,Clay,Gentle,21.19,2016,35,2023,2028,2051,1600,11.1,10.3,48.45,22.4,60.2,5.38,16.36,SecondThinning,2028,96.0
641,Zone-2,Block,Good,Low Rainfall,Loam,Flat,23.82,2018,25,2025,2033,2043,1600,13.9,11.7,77.48,16.1,41.2,13.79,51.0,SecondThinning,2033,91.2
642,Zone-5,Farmer,Good,Medium Rainfall,Loam,Moderate,21.18,2004,29,2014,2019,2033,625,32.1,25.8,350.82,38.0,43.4,17.63,61.62,FinalHarvest,2033,90.1
643,Zone-3,Block,Excellent,Medium Rainfall,Loam,Steep,3.78,2009,30,2016,2023,2039,1111,25.0,20.2,38.18,31.8,64.1,9.83,35.9,FinalHarvest,2039,87.8
644,Zone-2,Estate,Good,Medium Rainfall,Loam,Steep,2.46,2019,27,2028,2033,2046,1111,13.1,10.7,6.9,11.0,67.4,5.44,59.61,FirstThinning,2028,100.0
645,Zone-3,Estate,Good,Medium Rainfall,Laterite,Gentle,14.74,2000,30,2008,2012,2030,1111,27.6,26.5,215.62,54.5,40.6,7.65,63.53,FinalHarvest,2030,92.1
646,Zone-3,Boundary,Poor,High Rainfall,Sandy,Gentle,9.69,2001,19,2011,2014,2020,625,30.8,21.9,130.72,46.7,52.4,11.1,23.65,FinalHarvestOverdue,2025,100.0
647,Zone-1,Estate,Poor,High Rainfall,Sandy,Steep,19.99,1996,19,2005,2010,2015,1600,29.6,29.3,346.74,55.5,48.2,2.56,63.8,FinalHarvestOverdue,2025,100.0
648,Zone-4,Farmer,Good,Low Rainfall,Sandy,Flat,13.11,2017,28,2024,2029,2045,625,16.6,11.6,50.49,12.5,62.1,15.87,19.57,SecondThinning,2029,98.2
649,Zone-5,Boundary,Good,Medium Rainfall,Sandy,Moderate,7.58,2001,23,2010,2017,2024,625,34.4,23.5,122.55,43.9,69.0,11.26,41.25,FinalHarvestOverdue,2025,100.0
650,Zone-5,Farmer,Excellent,Low Rainfall,Laterite,Steep,23.83,2019,33,2026,2034,2052,1111,14.6,8.1,56.36,14.7,53.4,9.59,13.17,FirstThinning,2026,97.5
651,Zone-3,Boundary,Medium,High Rainfall,Sandy,Flat,14.46,2001,23,2009,2013,2024,625,27.8,27.4,220.29,47.7,61.7,11.38,22.43,FinalHarvestOverdue,2025,100.0
652,Zone-4,Boundary,Excellent,Medium Rainfall,Clay,Gentle,1.88,2017,34,2027,2029,2051,625,12.1,9.3,4.23,16.6,54.7,10.05,76.96,FirstThinning,2027,96.3
653,Zone-2,Boundary,Excellent,High Rainfall,Laterite,Flat,23.11,2008,26,2018,2021,2034,625,25.6,15.3,181.03,36.5,45.0,8.81,77.89,FinalHarvest,2034,90.6
654,Zone-1,Block,Excellent,Low Rainfall,Laterite,Gentle,18.98,2012,31,2022,2024,2043,1111,19.2,22.0,160.34,28.2,66.4,5.5,29.18,FinalHarvest,2043,83.9
655,Zone-3,Farmer,Medium,Medium Rainfall,Loam,Moderate,13.47,2003,23,2013,2016,2026,816,43.5,28.6,335.16,47.5,44.1,10.54,67.21,FinalHarvest,2026,96.6
656,Zone-1,Boundary,Excellent,Low Rainfall,Loam,Steep,2.61,1995,29,2003,2008,2024,625,38.9,26.5,53.81,58.3,41.8,9.43,16.73,FinalHarvestOverdue,2025,97.8
657,Zone-3,Farmer,Good,High Rainfall,Sandy,Gentle,7.59,2008,26,2017,2024,2034,816,27.3,18.5,76.67,35.4,46.1,11.89,12.72,FinalHarvest,2034,90.8
658,Zone-2,Boundary,Medium,Medium Rainfall,Sandy,Gentle,20.13,2013,25,2023,2027,2038,625,23.8,20.8,199.3,25.0,69.0,14.77,51.19,SecondThinning,2027,99.8
659,Zone-4,Farmer,Medium,Low Rainfall,Loam,Gentle,3.19,2020,24,2028,2033,2044,1111,7.4,4.0,1.89,10.0,69.1,2.83,65.54,FirstThinning,2028,99.2
660,Zone-4,Block,Good,Medium Rainfall,Sandy,Gentle,14.44,2007,28,2017,2021,2035,1111,26.4,16.5,125.8,31.8,58.2,4.36,17.46,FinalHarvest,2035,91.4
661,Zone-3,Farmer,Excellent,High Rainfall,Laterite,Steep,17.68,2003,35,2010,2019,2038,816,38.0,22.1,296.95,47.7,65.7,15.44,30.95,FinalHarvest,2038,87.1
662,Zone-4,Farmer,Medium,Medium Rainfall,Clay,Gentle,23.4,1995,21,2005,2009,2016,625,28.9,27.0,365.18,58.3,67.3,18.32,42.71,FinalHarvestOverdue,2025,100.0
663,Zone-1,Boundary,Poor,High Rainfall,Clay,Steep,10.56,2017,20,2026,2029,2037,625,17.8,12.9,48.5,19.6,67.8,19.94,52.42,FirstThinning,2026,100.0
664,Zone-4,Farmer,Excellent,High Rainfall,Sandy,Flat,9.87,2014,27,2022,2027,2041,1111,22.2,20.8,91.15,17.6,59.1,1.34,12.31,SecondThinning,2027,100.0
665,Zone-5,Boundary,Medium,High Rainfall,Sandy,Moderate,21.09,2005,25,2013,2021,2030,625,25.2,16.9,179.64,35.1,59.9,8.39,55.08,FinalHarvest,2030,95.0
666,Zone-1,Estate,Medium,High Rainfall,Loam,Moderate,3.02,2009,20,2018,2025,2029,1600,24.9,17.3,26.02,33.4,65.3,18.83,28.34,FinalHarvest,2029,99.1
667,Zone-5,Boundary,Poor,Medium Rainfall,Laterite,Flat,14.59,2009,18,2016,2021,2027,625,19.8,14.7,84.93,30.2,58.8,0.5,17.7,FinalHarvest,2027,100.0
668,Zone-1,Farmer,Good,Medium Rainfall,Sandy,Gentle,8.39,2016,25,2024,2030,2041,1111,13.0,9.7,21.16,15.8,57.0,8.34,67.65,SecondThinning,2030,97.4
669,Zone-3,Farmer,Medium,Medium Rainfall,Clay,Steep,7.35,2010,22,2019,2024,2032,625,23.2,20.6,70.25,31.9,45.1,19.0,48.89,FinalHarvest,2032,91.2
670,Zone-2,Farmer,Excellent,Medium Rainfall,Clay,Gentle,9.21,2011,33,2020,2023,2044,625,25.7,16.1,76.22,27.7,40.9,2.39,54.37,FinalHarvest,2044,77.0
671,Zone-2,Block,Medium,Medium Rainfall,Clay,Moderate,14.53,2016,24,2023,2030,2040,1600,15.0,13.2,57.54,13.1,52.6,6.76,53.59,SecondThinning,2030,93.9
672,Zone-1,Farmer,Good,Medium Rainfall,Loam,Steep,14.12,2019,22,2029,2035,2041,816,14.7,12.2,50.65,14.3,54.2,4.95,59.25,FirstThinning,2029,99.0
673,Zone-5,Boundary,Excellent,High Rainfall,Laterite,Moderate,1.96,2002,33,2009,2017,2035,625,33.5,23.2,30.47,46.8,57.8,3.36,17.48,FinalHarvest,2035,89.4
674,Zone-3,Farmer,Medium,Low Rainfall,Clay,Flat,24.29,2004,21,2013,2019,2025,816,28.3,20.0,274.96,38.5,66.5,6.1,11.03,FinalHarvestOverdue,2025,100.0
675,Zone-2,Farmer,Excellent,Low Rainfall,Loam,Gentle,17.43,2019,30,2026,2034,2049,1111,12.8,10.8,48.19,13.9,61.0,18.27,55.13,FirstThinning,2026,100.0
676,Zone-4,Farmer,Poor,Medium Rainfall,Loam,Moderate,19.31,1999,21,2008,2013,2020,625,39.6,25.1,383.87,50.9,42.1,9.82,60.53,FinalHarvestOverdue,2025,98.0
677,Zone-5,Estate,Medium,High Rainfall,Loam,Gentle,9.86,2005,24,2012,2021,2029,1111,27.1,19.2,102.61,36.4,45.6,4.3,37.66,FinalHarvest,2029,93.5
678,Zone-3,Block,Medium,Medium Rainfall,Loam,Moderate,8.47,2016,23,2023,2030,2039,1111,11.4,10.4,20.08,18.2,43.2,16.14,30.97,SecondThinning,2030,92.4
679,Zone-1,Block,Poor,Low Rainfall,Clay,Gentle,14.79,2007,21,2014,2022,2028,1111,22.2,14.4,94.56,35.2,62.3,2.41,65.53,FinalHarvest,2028,99.1
680,Zone-4,Boundary,Excellent,High Rainfall,Clay,Moderate,3.68,2000,31,2010,2012,2031,625,28.0,24.0,49.46,54.3,57.7,4.03,65.96,FinalHarvest,2031,94.1
681,Zone-4,Block,Poor,Medium Rainfall,Clay,Flat,3.92,2010,21,2019,2022,2031,1111,20.5,16.7,26.84,28.0,64.6,10.9,18.4,FinalHarvest,2031,96.5
682,Zone-3,Block,Poor,Medium Rainfall,Clay,Moderate,16.26,2014,18,2023,2026,2032,1111,20.5,14.7,98.0,17.9,61.8,12.7,37.33,SecondThinning,2026,100.0
683,Zone-3,Boundary,Excellent,High Rainfall,Loam,Steep,1.98,2005,30,2012,2018,2035,625,24.1,19.8,18.9,43.1,43.0,10.3,59.4,FinalHarvest,2035,87.6
684,Zone-3,Boundary,Excellent,Medium Rainfall,Sandy,Gentle,23.81,2003,35,2010,2018,2038,625,44.3,29.5,622.32,44.7,69.8,12.35,45.44,FinalHarvest,2038,88.0
685,Zone-2,Estate,Good,High Rainfall,Laterite,Gentle,19.26,2008,26,2016,2022,2034,1600,24.0,21.3,196.91,35.8,48.2,8.2,6.4,FinalHarvest,2034,91.2
686,Zone-4,Farmer,Good,Medium Rainfall,Laterite,Moderate,3.33,2002,22,2011,2015,2024,1111,37.2,28.7,71.1,47.1,53.8,8.47,49.64,FinalHarvestOverdue,2025,100.0
687,Zone-5,Block,Excellent,High Rainfall,Sandy,Moderate,9.17,2006,32,2014,2021,2038,1111,20.1,19.6,72.25,39.7,47.7,0.74,68.92,FinalHarvest,2038,84.7
688,Zone-1,Block,Good,Low Rainfall,Loam,Moderate,8.3,2019,27,2029,2034,2046,1600,11.2,11.5,21.38,13.2,56.9,8.37,62.37,FirstThinning,2029,97.6
689,Zone-3,Block,Medium,Medium Rainfall,Loam,Steep,15.57,1998,20,2008,2011,2018,1600,44.8,26.8,373.88,50.8,44.8,15.57,60.08,FinalHarvestOverdue,2025,99.0
690,Zone-4,Block,Good,Low Rainfall,Laterite,Moderate,8.67,2006,23,2015,2022,2029,1111,20.3,17.2,60.54,40.6,48.6,18.5,16.77,FinalHarvest,2029,97.5
691,Zone-2,Block,Good,Low Rainfall,Clay,Steep,16.75,2016,23,2026,2032,2039,1111,17.8,10.5,62.61,19.4,58.6,2.86,51.49,FirstThinning,2026,100.0
692,Zone-1,Block,Poor,Medium Rainfall,Loam,Gentle,14.66,2010,18,2019,2022,2028,1111,23.5,20.9,144.01,33.5,44.8,7.44,70.6,FinalHarvest,2028,96.8
693,Zone-2,Block,Medium,Medium Rainfall,Loam,Moderate,2.56,1995,21,2005,2010,2016,1600,38.7,25.3,50.13,57.4,45.3,9.28,53.1,FinalHarvestOverdue,2025,98.7
694,Zone-5,Boundary,Medium,Low Rainfall,Laterite,Flat,1.17,1996,25,2006,2012,2021,625,44.9,30.3,31.83,53.7,52.5,5.27,58.7,FinalHarvestOverdue,2025,98.5
695,Zone-1,Estate,Excellent,Medium Rainfall,Sandy,Moderate,20.48,2018,25,2027,2033,2043,1111,13.4,8.7,47.75,10.5,47.9,16.52,61.52,FirstThinning,2027,98.6
696,Zone-1,Farmer,Good,Medium Rainfall,Clay,Gentle,22.91,2020,29,2028,2034,2049,1111,6.7,6.8,20.88,10.0,61.3,15.07,61.77,FirstThinning,2028,98.7
697,Zone-3,Boundary,Excellent,Medium Rainfall,Laterite,Moderate,14.64,2014,25,2022,2027,2039,625,23.2,14.2,96.46,25.8,56.9,14.3,28.0,SecondThinning,2027,100.0
698,Zone-2,Boundary,Excellent,High Rainfall,Laterite,Moderate,4.71,2020,27,2028,2036,2047,625,6.5,5.5,3.37,11.4,40.8,4.31,27.72,FirstThinning,2028,95.4
699,Zone-5,Estate,Good,Medium Rainfall,Laterite,Steep,15.84,2000,27,2008,2016,2027,1111,35.5,24.5,275.54,54.3,59.5,17.43,41.15,FinalHarvest,2027,100.0
700,Zone-4,Block,Poor,High Rainfall,Sandy,Moderate,6.4,2001,19,2009,2015,2020,1600,38.0,24.3,118.2,47.6,67.4,18.14,68.0,FinalHarvestOverdue,2025,100.0
701,Zone-5,Farmer,Medium,Medium Rainfall,Sandy,Steep,16.03,2005,24,2012,2019,2029,625,27.6,20.8,184.05,40.4,42.4,15.98,38.5,FinalHarvest,2029,92.9
702,Zone-5,Farmer,Medium,Medium Rainfall,Loam,Gentle,6.48,2017,23,2025,2029,2040,625,12.1,9.7,15.21,18.4,62.0,18.36,72.96,SecondThinning,2029,97.2
703,Zone-2,Boundary,Poor,Low Rainfall,Loam,Gentle,15.06,2013,21,2023,2025,2034,625,23.4,20.3,143.08,22.2,59.0,4.01,13.73,FinalHarvest,2034,92.4
704,Zone-1,Block,Medium,Low Rainfall,Loam,Steep,8.2,1995,24,2005,2007,2019,1111,40.5,22.3,148.12,63.1,58.4,9.18,5.04,FinalHarvestOverdue,2025,100.0
