documentId,referenceCode,department,category,subject,shortTitle,longTitle,year,issueDate,effectiveToOrBlank,status,jurisdiction,pageCount,tagsSemicolonSeparated
153,P-NOT-2020-305,Planning,Notification,Digital Monitoring,Digital Monitoring – Notification,Planning Department Notification on Digital Monitoring,2020,2019-03-30,,Active,Statewide,34,budget;digital;offence;patrol
154,F-OM-2020-074,Finance,OM,Fire Management,Fire Management – OM,Finance Department OM on Fire Management,2020,2020-11-25,2023-02-23,Superseded,Circle-North,88,budget;offence
155,F-CIR-2010-832,Forest,Circular,Budget Release,Budget Release – Circular,Forest Department Circular on Budget Release,2010,2014-09-20,,Active,Circle-West,4,fire;patrol
156,R-ORD-2017-190,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2017,2025-01-23,,Active,Statewide,12,climate;offence;rules
157,W-GUI-2014-678,Wildlife,Guideline,Climate Mission,Climate Mission – Guideline,Wildlife Department Guideline on Climate Mission,2014,2024-12-18,,Active,Statewide,5,budget;marketing
158,R-OM-2017-397,Revenue,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Revenue Department OM on CAMPA Utilisation,2017,2019-04-22,,Active,Circle-North,87,community;teak
159,R-NOT-2017-558,Revenue,Notification,Eco Tourism,Eco Tourism – Notification,Revenue Department Notification on Eco Tourism,2017,2010-08-16,,Active,Circle-West,77,community;plantation
160,R-ORD-2019-944,Revenue,Order,Land Allotment,Land Allotment – Order,Revenue Department Order on Land Allotment,2019,2016-10-09,2021-08-19,Superseded,Circle-West,2,campa;land;patrol
161,F-ORD-2020-103,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2020,2020-08-18,,Active,Statewide,114,community;digital;fire
162,R-OM-2019-117,Revenue,OM,Digital Monitoring,Digital Monitoring – OM,Revenue Department OM on Digital Monitoring,2019,2011-08-02,2015-06-25,Superseded,Circle-West,95,community;offence;teak;wildlife
163,F-GUI-2015-260,Finance,Guideline,Budget Release,Budget Release – Guideline,Finance Department Guideline on Budget Release,2015,2019-09-22,,Active,Circle-North,27,budget;eco;offence;wildlife
164,R-CIR-2013-587,Revenue,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Revenue Department Circular on CAMPA Utilisation,2013,2024-04-13,2025-09-09,Superseded,Circle-East,113,climate;teak
165,F-OM-2020-194,Finance,OM,Community Forestry,Community Forestry – OM,Finance Department OM on Community Forestry,2020,2010-12-12,,Active,Circle-West,94,offence;patrol
166,P-OM-2014-094,Planning,OM,Budget Release,Budget Release – OM,Planning Department OM on Budget Release,2014,2025-05-26,2029-11-20,Superseded,Circle-North,67,budget;community
167,F-NOT-2025-871,Forest,Notification,Digital Monitoring,Digital Monitoring – Notification,Forest Department Notification on Digital Monitoring,2025,2010-12-30,2012-10-19,Superseded,Circle-South,101,campa;community;digital;wildlife
168,R-GUI-2022-844,Revenue,Guideline,Eco Tourism,Eco Tourism – Guideline,Revenue Department Guideline on Eco Tourism,2022,2015-09-25,,Active,Circle-South,67,budget;land;marketing;teak
169,P-ORD-2023-773,Planning,Order,Land Allotment,Land Allotment – Order,Planning Department Order on Land Allotment,2023,2012-10-19,,Active,Circle-West,71,community;eco;wildlife
170,W-CIR-2021-461,Wildlife,Circular,Eco Tourism,Eco Tourism – Circular,Wildlife Department Circular on Eco Tourism,2021,2025-10-02,2029-11-12,Superseded,Circle-West,46,climate;land
171,F-GUI-2021-089,Finance,Guideline,Budget Release,Budget Release – Guideline,Finance Department Guideline on Budget Release,2021,2015-07-05,,Active,Circle-West,74,eco;fire;patrol;wildlife
172,F-OM-2021-375,Forest,OM,Climate Mission,Climate Mission – OM,Forest Department OM on Climate Mission,2021,2018-11-21,2021-03-27,Superseded,Circle-South,49,budget;community;plantation;teak
173,F-NOT-2015-724,Finance,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Finance Department Notification on CAMPA Utilisation,2015,2020-08-27,2025-05-05,Superseded,Statewide,16,budget;digital;eco
174,F-NOT-2022-041,Finance,Notification,Teak Plantation,Teak Plantation – Notification,Finance Department Notification on Teak Plantation,2022,2022-09-15,2024-12-02,Superseded,Circle-East,59,fire;offence
175,F-GUI-2013-294,Forest,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Forest Department Guideline on Digital Monitoring,2013,2024-11-18,,Active,Circle-West,117,campa;eco;wildlife
176,P-CIR-2016-734,Planning,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Planning Department Circular on CAMPA Utilisation,2016,2011-10-04,,Active,Circle-South,50,fire;land;plantation
177,F-GUI-2010-435,Forest,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Forest Department Guideline on Wildlife Protection,2010,2022-11-17,,Active,Circle-West,50,patrol;plantation;rules;teak
178,W-OM-2010-149,Wildlife,OM,Land Allotment,Land Allotment – OM,Wildlife Department OM on Land Allotment,2010,2024-07-29,,Active,Statewide,69,fire;offence;rules
179,F-NOT-2023-919,Forest,Notification,Land Allotment,Land Allotment – Notification,Forest Department Notification on Land Allotment,2023,2024-10-19,,Active,Circle-North,112,campa;eco;plantation;wildlife
180,W-NOT-2023-408,Wildlife,Notification,Climate Mission,Climate Mission – Notification,Wildlife Department Notification on Climate Mission,2023,2014-05-12,,Active,Circle-North,5,patrol;teak
181,W-ORD-2025-148,Wildlife,Order,Digital Monitoring,Digital Monitoring – Order,Wildlife Department Order on Digital Monitoring,2025,2019-05-18,,Active,Statewide,104,campa;eco
182,F-CIR-2025-545,Forest,Circular,Climate Mission,Climate Mission – Circular,Forest Department Circular on Climate Mission,2025,2015-10-09,2017-03-19,Superseded,Circle-South,118,budget;campa;eco;patrol
183,R-GUI-2010-222,Revenue,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Revenue Department Guideline on CAMPA Utilisation,2010,2022-10-20,,Active,Circle-North,109,climate;plantation
184,R-GUI-2018-169,Revenue,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Revenue Department Guideline on CAMPA Utilisation,2018,2010-11-19,2014-11-25,Superseded,Circle-South,18,budget;community;digital;wildlife
185,F-GUI-2014-443,Forest,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Forest Department Guideline on Wildlife Protection,2014,2014-06-27,,Active,Circle-North,43,climate;patrol;rules;wildlife
186,W-GUI-2015-779,Wildlife,Guideline,Land Allotment,Land Allotment – Guideline,Wildlife Department Guideline on Land Allotment,2015,2025-08-05,,Active,Circle-North,75,climate;eco;rules;wildlife
187,P-GUI-2013-780,Planning,Guideline,Land Allotment,Land Allotment – Guideline,Planning Department Guideline on Land Allotment,2013,2024-11-02,,Active,Circle-West,106,budget;campa;digital;wildlife
188,F-GUI-2025-402,Forest,Guideline,Fire Management,Fire Management – Guideline,Forest Department Guideline on Fire Management,2025,2024-01-05,,Active,Circle-North,111,plantation;rules
189,F-GUI-2023-256,Forest,Guideline,Community Forestry,Community Forestry – Guideline,Forest Department Guideline on Community Forestry,2023,2021-07-21,,Active,Circle-North,113,land;offence
190,P-OM-2016-868,Planning,OM,Land Allotment,Land Allotment – OM,Planning Department OM on Land Allotment,2016,2020-01-01,,Active,Circle-East,12,budget;land;marketing;offence
191,R-OM-2018-921,Revenue,OM,Eco Tourism,Eco Tourism – OM,Revenue Department OM on Eco Tourism,2018,2013-02-06,,Active,Circle-North,58,teak;wildlife
192,F-CIR-2010-063,Finance,Circular,Eco Tourism,Eco Tourism – Circular,Finance Department Circular on Eco Tourism,2010,2023-06-18,,Active,Statewide,46,land;marketing;patrol;plantation
193,R-OM-2019-378,Revenue,OM,Digital Monitoring,Digital Monitoring – OM,Revenue Department OM on Digital Monitoring,2019,2013-12-27,,Active,Circle-South,22,land;rules
194,W-OM-2011-548,Wildlife,OM,Teak Plantation,Teak Plantation – OM,Wildlife Department OM on Teak Plantation,2011,2016-10-27,,Active,Circle-South,16,campa;fire;patrol
195,W-OM-2016-175,Wildlife,OM,Community Forestry,Community Forestry – OM,Wildlife Department OM on Community Forestry,2016,2023-08-13,,Active,Circle-South,21,community;land;teak
196,F-ORD-2023-684,Finance,Order,Budget Release,Budget Release – Order,Finance Department Order on Budget Release,2023,2025-07-18,,Active,Statewide,12,budget;plantation
197,R-OM-2014-170,Revenue,OM,Digital Monitoring,Digital Monitoring – OM,Revenue Department OM on Digital Monitoring,2014,2012-09-24,,Active,Statewide,71,land;offence;plantation
198,P-NOT-2023-420,Planning,Notification,Budget Release,Budget Release – Notification,Planning Department Notification on Budget Release,2023,2014-12-21,,Active,Statewide,11,climate;digital;fire;rules
199,F-CIR-2015-229,Finance,Circular,Teak Plantation,Teak Plantation – Circular,Finance Department Circular on Teak Plantation,2015,2019-02-12,,Active,Statewide,11,offence;plantation
200,R-ORD-2024-263,Revenue,Order,Budget Release,Budget Release – Order,Revenue Department Order on Budget Release,2024,2019-04-16,,Active,Statewide,69,climate;eco;offence;wildlife
201,F-OM-2018-830,Forest,OM,Fire Management,Fire Management – OM,Forest Department OM on Fire Management,2018,2016-03-02,,Active,Circle-East,98,budget;offence;rules
202,P-OM-2019-894,Planning,OM,Fire Management,Fire Management – OM,Planning Department OM on Fire Management,2019,2018-10-22,,Active,Circle-South,59,community;fire;patrol;plantation
203,R-NOT-2014-612,Revenue,Notification,Budget Release,Budget Release – Notification,Revenue Department Notification on Budget Release,2014,2021-07-08,2023-07-20,Superseded,Circle-South,29,fire;marketing;patrol;plantation
204,W-GUI-2015-487,Wildlife,Guideline,Eco Tourism,Eco Tourism – Guideline,Wildlife Department Guideline on Eco Tourism,2015,2011-12-11,,Active,Statewide,82,community;eco;marketing
205,R-CIR-2012-789,Revenue,Circular,Teak Plantation,Teak Plantation – Circular,Revenue Department Circular on Teak Plantation,2012,2024-04-25,,Active,Circle-South,59,community;digital;marketing;rules
206,F-GUI-2025-842,Forest,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Forest Department Guideline on Wildlife Protection,2025,2010-05-10,,Active,Circle-North,63,digital;wildlife
207,F-NOT-2021-175,Forest,Notification,Wildlife Protection,Wildlife Protection – Notification,Forest Department Notification on Wildlife Protection,2021,2014-10-04,2018-08-22,Superseded,Circle-South,101,climate;community;eco;plantation
208,R-NOT-2021-400,Revenue,Notification,Eco Tourism,Eco Tourism – Notification,Revenue Department Notification on Eco Tourism,2021,2018-04-06,2022-02-06,Superseded,Circle-West,75,climate;land
209,W-ORD-2018-689,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2018,2020-07-28,2025-05-01,Superseded,Circle-South,43,digital;offence;patrol
210,R-OM-2011-432,Revenue,OM,Budget Release,Budget Release – OM,Revenue Department OM on Budget Release,2011,2015-05-26,,Active,Circle-East,16,budget;climate;plantation;teak
211,W-CIR-2020-622,Wildlife,Circular,Land Allotment,Land Allotment – Circular,Wildlife Department Circular on Land Allotment,2020,2015-07-22,,Active,Circle-South,72,budget;digital;fire;offence
212,P-GUI-2024-137,Planning,Guideline,Climate Mission,Climate Mission – Guideline,Planning Department Guideline on Climate Mission,2024,2018-02-24,,Active,Circle-North,60,land;patrol
213,F-CIR-2018-009,Finance,Circular,Fire Management,Fire Management – Circular,Finance Department Circular on Fire Management,2018,2013-06-06,,Active,Statewide,5,eco;wildlife
214,P-OM-2012-962,Planning,OM,Eco Tourism,Eco Tourism – OM,Planning Department OM on Eco Tourism,2012,2025-11-28,,Active,Circle-East,42,campa;community;marketing
215,F-CIR-2023-472,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2023,2010-09-25,,Active,Circle-West,21,fire;marketing;patrol;wildlife
216,R-NOT-2019-082,Revenue,Notification,Climate Mission,Climate Mission – Notification,Revenue Department Notification on Climate Mission,2019,2016-07-10,,Active,Circle-West,17,digital;offence;teak
217,F-GUI-2015-303,Forest,Guideline,Teak Plantation,Teak Plantation – Guideline,Forest Department Guideline on Teak Plantation,2015,2014-11-28,,Active,Circle-North,30,digital;fire;offence;rules
218,W-OM-2023-492,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2023,2017-12-09,,Active,Circle-South,14,fire;plantation
219,W-NOT-2014-702,Wildlife,Notification,Fire Management,Fire Management – Notification,Wildlife Department Notification on Fire Management,2014,2018-08-30,,Active,Circle-North,20,community;digital;teak
220,F-ORD-2011-252,Finance,Order,Climate Mission,Climate Mission – Order,Finance Department Order on Climate Mission,2011,2015-05-24,,Active,Circle-West,1,digital;eco;rules
221,F-CIR-2023-527,Forest,Circular,Community Forestry,Community Forestry – Circular,Forest Department Circular on Community Forestry,2023,2012-06-09,,Active,Circle-South,40,community;fire
222,P-OM-2016-657,Planning,OM,Teak Plantation,Teak Plantation – OM,Planning Department OM on Teak Plantation,2016,2024-11-21,,Active,Statewide,78,climate;community;eco
223,P-OM-2015-536,Planning,OM,Wildlife Protection,Wildlife Protection – OM,Planning Department OM on Wildlife Protection,2015,2011-12-21,,Active,Circle-South,60,campa;fire;offence
224,R-ORD-2025-474,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2025,2016-12-24,,Active,Circle-South,115,teak;wildlife
225,F-CIR-2011-871,Finance,Circular,Digital Monitoring,Digital Monitoring – Circular,Finance Department Circular on Digital Monitoring,2011,2014-08-02,,Active,Circle-North,39,digital;plantation;rules
226,F-NOT-2014-286,Finance,Notification,Land Allotment,Land Allotment – Notification,Finance Department Notification on Land Allotment,2014,2025-01-01,,Active,Statewide,35,campa;fire;rules
227,F-NOT-2017-954,Finance,Notification,Digital Monitoring,Digital Monitoring – Notification,Finance Department Notification on Digital Monitoring,2017,2014-06-24,,Active,Circle-South,62,eco;offence
228,R-CIR-2012-056,Revenue,Circular,Budget Release,Budget Release – Circular,Revenue Department Circular on Budget Release,2012,2010-10-17,,Active,Circle-North,35,budget;community;digital;teak
229,R-CIR-2025-123,Revenue,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Revenue Department Circular on CAMPA Utilisation,2025,2024-08-05,,Active,Statewide,55,campa;digital;fire;marketing
230,F-CIR-2021-968,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2021,2012-03-27,,Active,Circle-North,11,campa;digital;fire
231,R-NOT-2018-248,Revenue,Notification,Budget Release,Budget Release – Notification,Revenue Department Notification on Budget Release,2018,2011-08-20,,Active,Circle-South,25,land;patrol
232,R-OM-2025-324,Revenue,OM,Teak Plantation,Teak Plantation – OM,Revenue Department OM on Teak Plantation,2025,2024-11-25,,Active,Circle-North,102,land;marketing
233,P-GUI-2024-428,Planning,Guideline,Budget Release,Budget Release – Guideline,Planning Department Guideline on Budget Release,2024,2010-03-06,,Active,Circle-South,30,climate;digital;land;marketing
234,P-GUI-2018-742,Planning,Guideline,Fire Management,Fire Management – Guideline,Planning Department Guideline on Fire Management,2018,2010-01-28,,Active,Circle-South,57,digital;offence
235,F-CIR-2021-774,Finance,Circular,Digital Monitoring,Digital Monitoring – Circular,Finance Department Circular on Digital Monitoring,2021,2012-03-10,,Active,Circle-West,9,climate;community;offence;rules
236,W-OM-2017-370,Wildlife,OM,Budget Release,Budget Release – OM,Wildlife Department OM on Budget Release,2017,2011-12-07,,Active,Circle-East,79,eco;land;marketing
237,P-ORD-2020-480,Planning,Order,Teak Plantation,Teak Plantation – Order,Planning Department Order on Teak Plantation,2020,2010-06-26,,Active,Statewide,3,climate;eco;marketing;rules
