ruleId,priorityScore,effectiveFrom,effectiveToOrBlank,jurisdiction,minLevel,maxLevel,domain,actionType,minThreshold,maxThreshold,requiresWrittenOrder,requiresLegalVet,primaryApproverRole,secondaryApproverRole,citationCode,shortTitle
636,91,2015-07-09,,Circle-North,Division,Circle,Wildlife,BudgetSanction,25.00,525.00,1,1,PCCF,DFO,RULE-WI-0636,Wildlife BudgetSanction threshold rule 636
637,48,2021-03-22,,Circle-West,Range,Circle,Budget,LandUseChange,25.00,125.00,1,0,PCCF,,RULE-BU-0637,Budget LandUseChange threshold rule 637
638,45,2015-11-17,,Circle-West,Division,Circle,Fire,FireClearance,500.00,1500.00,1,1,LegalOfficer,,RULE-FI-0638,Fire FireClearance threshold rule 638
639,65,2024-03-10,2029-03-10,Statewide,Circle,HeadOffice,Wildlife,TransportPass,10.00,510.00,0,0,CF,,RULE-WI-0639,Wildlife TransportPass threshold rule 639
640,19,2018-10-21,2019-10-21,Circle-East,Beat,Beat,Budget,OffenceCompounding,500.00,1500.00,1,0,FinanceOfficer,,RULE-BU-0640,Budget OffenceCompounding threshold rule 640
641,55,2020-12-12,2024-12-12,Circle-North,Beat,Beat,Wildlife,TransportPass,50.00,150.00,1,0,DFO,,RULE-WI-0641,Wildlife TransportPass threshold rule 641
642,47,2025-12-23,2028-12-23,Circle-East,Circle,HeadOffice,Transport,FireClearance,10.00,110.00,0,0,DFO,LegalOfficer,RULE-TR-0642,Transport FireClearance threshold rule 642
643,17,2023-05-15,2028-05-15,Circle-West,Range,Range,Land,FireClearance,25.00,75.00,1,0,PCCF,,RULE-LA-0643,Land FireClearance threshold rule 643
644,71,2024-08-15,2026-08-15,Circle-East,Circle,Circle,Budget,PermitIssue,100.00,1100.00,0,0,DFO,,RULE-BU-0644,Budget PermitIssue threshold rule 644
645,26,2023-08-18,,Circle-West,Beat,Beat,Fire,BudgetSanction,500.00,600.00,1,0,FinanceOfficer,FinanceOfficer,RULE-FI-0645,Fire BudgetSanction threshold rule 645
646,22,2024-11-29,,Circle-North,Division,Division,Wildlife,TransportPass,10.00,35.00,0,1,CF,DFO,RULE-WI-0646,Wildlife TransportPass threshold rule 646
647,8,2019-07-11,2026-07-11,Circle-South,Beat,Circle,Fire,PermitIssue,50.00,550.00,1,0,APCCF,,RULE-FI-0647,Fire PermitIssue threshold rule 647
648,91,2020-02-21,2022-02-21,Circle-North,Beat,Beat,Transport,FireClearance,10.00,510.00,0,0,LegalOfficer,,RULE-TR-0648,Transport FireClearance threshold rule 648
649,62,2023-05-12,,Circle-East,Division,HeadOffice,Land,TransportPass,100.00,600.00,1,0,APCCF,,RULE-LA-0649,Land TransportPass threshold rule 649
650,14,2015-12-22,,Circle-North,Division,HeadOffice,Budget,PermitIssue,10.00,35.00,0,0,APCCF,,RULE-BU-0650,Budget PermitIssue threshold rule 650
651,71,2017-11-18,,Circle-West,Range,Circle,Budget,TransportPass,50.00,1050.00,1,0,RO,,RULE-BU-0651,Budget TransportPass threshold rule 651
652,78,2016-10-21,2021-10-21,Circle-North,Division,Circle,Budget,OffenceCompounding,0.00,1000.00,1,1,FinanceOfficer,,RULE-BU-0652,Budget OffenceCompounding threshold rule 652
653,16,2025-11-01,,Circle-North,Range,Circle,Transport,TransportPass,50.00,150.00,0,0,PCCF,,RULE-TR-0653,Transport TransportPass threshold rule 653
654,56,2022-04-28,,Circle-West,Beat,Beat,Transport,FireClearance,25.00,525.00,1,0,LegalOfficer,,RULE-TR-0654,Transport FireClearance threshold rule 654
655,69,2021-01-25,2023-01-25,Circle-West,Beat,Range,Timber,PermitIssue,500.00,1500.00,0,1,PCCF,CF,RULE-TI-0655,Timber PermitIssue threshold rule 655
656,97,2016-05-06,2020-05-06,Circle-North,Range,HeadOffice,Land,FireClearance,0.00,5000.00,1,0,CF,RO,RULE-LA-0656,Land FireClearance threshold rule 656
657,95,2016-10-07,,Circle-North,Beat,Division,Timber,BudgetSanction,500.00,1000.00,1,0,APCCF,,RULE-TI-0657,Timber BudgetSanction threshold rule 657
658,66,2022-08-02,,Circle-South,Division,Circle,Land,PermitIssue,10.00,35.00,1,0,APCCF,,RULE-LA-0658,Land PermitIssue threshold rule 658
659,17,2016-12-23,,Circle-North,Division,HeadOffice,Wildlife,PermitIssue,100.00,1100.00,1,1,RO,,RULE-WI-0659,Wildlife PermitIssue threshold rule 659
660,98,2022-04-27,,Statewide,Division,Division,Transport,OffenceCompounding,50.00,150.00,0,0,FinanceOfficer,RO,RULE-TR-0660,Transport OffenceCompounding threshold rule 660
661,88,2021-03-28,,Circle-West,Division,HeadOffice,Transport,TransportPass,500.00,525.00,0,0,RO,LegalOfficer,RULE-TR-0661,Transport TransportPass threshold rule 661
662,3,2016-10-25,2019-10-25,Circle-North,Range,HeadOffice,Timber,TransportPass,0.00,50.00,1,0,CF,,RULE-TI-0662,Timber TransportPass threshold rule 662
663,74,2022-02-15,2023-02-15,Circle-East,Circle,HeadOffice,Fire,FireClearance,25.00,75.00,1,1,PCCF,,RULE-FI-0663,Fire FireClearance threshold rule 663
664,76,2021-01-10,,Circle-East,Circle,Circle,Fire,LandUseChange,100.00,200.00,0,1,RO,,RULE-FI-0664,Fire LandUseChange threshold rule 664
665,44,2021-06-02,,Circle-North,Range,Circle,Timber,FireClearance,25.00,1025.00,1,0,DFO,PCCF,RULE-TI-0665,Timber FireClearance threshold rule 665
666,5,2022-12-03,,Statewide,Beat,Range,Fire,LandUseChange,10.00,60.00,1,0,LegalOfficer,LegalOfficer,RULE-FI-0666,Fire LandUseChange threshold rule 666
667,48,2021-05-19,2028-05-19,Circle-West,Beat,Circle,Transport,TransportPass,500.00,1000.00,0,0,CF,RO,RULE-TR-0667,Transport TransportPass threshold rule 667
668,5,2022-06-11,,Statewide,Division,HeadOffice,Wildlife,TransportPass,50.00,150.00,1,0,CF,APCCF,RULE-WI-0668,Wildlife TransportPass threshold rule 668
669,95,2024-08-20,2027-08-20,Statewide,Beat,Range,Transport,PermitIssue,25.00,125.00,1,1,CF,,RULE-TR-0669,Transport PermitIssue threshold rule 669
670,7,2025-12-17,,Circle-West,Division,Division,Fire,BudgetSanction,100.00,600.00,1,0,RO,,RULE-FI-0670,Fire BudgetSanction threshold rule 670
671,63,2025-02-14,2029-02-14,Statewide,Circle,HeadOffice,Budget,TransportPass,100.00,150.00,1,0,CF,,RULE-BU-0671,Budget TransportPass threshold rule 671
672,25,2017-10-17,,Statewide,Circle,Circle,Wildlife,OffenceCompounding,25.00,125.00,0,1,PCCF,PCCF,RULE-WI-0672,Wildlife OffenceCompounding threshold rule 672
673,93,2016-02-28,,Circle-South,Division,Circle,Timber,LandUseChange,500.00,1500.00,1,0,PCCF,RO,RULE-TI-0673,Timber LandUseChange threshold rule 673
674,84,2019-01-27,,Statewide,Range,Division,Wildlife,OffenceCompounding,50.00,100.00,0,1,CF,,RULE-WI-0674,Wildlife OffenceCompounding threshold rule 674
675,14,2022-04-22,,Circle-East,Circle,Circle,Fire,LandUseChange,25.00,525.00,1,0,PCCF,,RULE-FI-0675,Fire LandUseChange threshold rule 675
676,27,2016-08-27,,Circle-North,Circle,HeadOffice,Land,OffenceCompounding,0.00,100.00,1,0,APCCF,,RULE-LA-0676,Land OffenceCompounding threshold rule 676
677,48,2019-09-23,,Statewide,Range,HeadOffice,Transport,PermitIssue,25.00,525.00,1,1,RO,,RULE-TR-0677,Transport PermitIssue threshold rule 677
678,97,2016-03-09,,Circle-West,Range,Division,Land,TransportPass,50.00,550.00,1,0,APCCF,,RULE-LA-0678,Land TransportPass threshold rule 678
679,11,2019-10-14,,Circle-North,Circle,HeadOffice,Wildlife,FireClearance,100.00,200.00,0,1,PCCF,,RULE-WI-0679,Wildlife FireClearance threshold rule 679
680,16,2019-01-19,2022-01-19,Circle-East,Beat,Beat,Land,FireClearance,25.00,75.00,1,0,RO,,RULE-LA-0680,Land FireClearance threshold rule 680
681,62,2019-01-28,,Statewide,Circle,HeadOffice,Budget,LandUseChange,500.00,550.00,1,0,LegalOfficer,,RULE-BU-0681,Budget LandUseChange threshold rule 681
682,14,2016-08-25,,Circle-West,Range,Division,Fire,LandUseChange,500.00,525.00,1,0,PCCF,APCCF,RULE-FI-0682,Fire LandUseChange threshold rule 682
683,81,2020-10-08,2025-10-08,Statewide,Circle,Circle,Transport,BudgetSanction,0.00,250.00,0,0,APCCF,,RULE-TR-0683,Transport BudgetSanction threshold rule 683
684,53,2023-06-21,,Statewide,Division,Circle,Wildlife,TransportPass,0.00,1000.00,1,0,PCCF,CF,RULE-WI-0684,Wildlife TransportPass threshold rule 684
685,17,2023-07-17,,Circle-North,Range,Range,Budget,FireClearance,500.00,1500.00,1,0,APCCF,,RULE-BU-0685,Budget FireClearance threshold rule 685
686,44,2021-11-02,,Circle-South,Division,Division,Land,BudgetSanction,10.00,35.00,1,0,LegalOfficer,,RULE-LA-0686,Land BudgetSanction threshold rule 686
687,78,2022-01-26,2025-01-26,Circle-East,Division,Division,Fire,LandUseChange,25.00,525.00,1,0,APCCF,,RULE-FI-0687,Fire LandUseChange threshold rule 687
688,21,2015-07-30,,Circle-South,Beat,Division,Timber,TransportPass,50.00,150.00,1,0,CF,CF,RULE-TI-0688,Timber TransportPass threshold rule 688
689,80,2021-07-01,,Circle-South,Range,Division,Timber,LandUseChange,0.00,5000.00,1,1,DFO,,RULE-TI-0689,Timber LandUseChange threshold rule 689
690,64,2018-02-06,,Circle-West,Range,Range,Fire,BudgetSanction,0.00,100.00,1,1,APCCF,,RULE-FI-0690,Fire BudgetSanction threshold rule 690
691,40,2022-08-30,2028-08-30,Circle-North,Division,HeadOffice,Land,PermitIssue,25.00,75.00,1,0,LegalOfficer,,RULE-LA-0691,Land PermitIssue threshold rule 691
692,97,2023-08-06,,Circle-East,Circle,Circle,Wildlife,LandUseChange,25.00,1025.00,0,1,LegalOfficer,CF,RULE-WI-0692,Wildlife LandUseChange threshold rule 692
693,32,2016-04-30,,Circle-West,Division,Circle,Budget,PermitIssue,25.00,75.00,1,0,PCCF,,RULE-BU-0693,Budget PermitIssue threshold rule 693
694,54,2021-01-19,,Circle-South,Circle,Circle,Budget,LandUseChange,10.00,510.00,1,0,RO,,RULE-BU-0694,Budget LandUseChange threshold rule 694
695,9,2020-10-15,,Circle-East,Range,Division,Wildlife,TransportPass,10.00,1010.00,1,0,RO,,RULE-WI-0695,Wildlife TransportPass threshold rule 695
696,42,2020-06-13,,Statewide,Circle,Circle,Transport,TransportPass,10.00,1010.00,1,0,APCCF,,RULE-TR-0696,Transport TransportPass threshold rule 696
697,57,2017-08-17,,Circle-East,Circle,Circle,Land,LandUseChange,10.00,35.00,1,1,FinanceOfficer,PCCF,RULE-LA-0697,Land LandUseChange threshold rule 697
698,35,2021-05-10,2022-05-10,Circle-North,Beat,Circle,Budget,PermitIssue,25.00,75.00,1,0,APCCF,,RULE-BU-0698,Budget PermitIssue threshold rule 698
699,3,2015-10-06,,Circle-East,Division,Circle,Transport,LandUseChange,500.00,550.00,1,0,FinanceOfficer,,RULE-TR-0699,Transport LandUseChange threshold rule 699
700,42,2022-05-31,,Circle-West,Beat,Division,Wildlife,TransportPass,25.00,1025.00,1,0,DFO,APCCF,RULE-WI-0700,Wildlife TransportPass threshold rule 700
701,71,2019-07-17,2025-07-17,Circle-East,Range,Circle,Land,FireClearance,500.00,1000.00,1,1,PCCF,PCCF,RULE-LA-0701,Land FireClearance threshold rule 701
702,10,2024-10-08,2028-10-08,Circle-South,Circle,HeadOffice,Timber,LandUseChange,100.00,1100.00,0,1,DFO,,RULE-TI-0702,Timber LandUseChange threshold rule 702
703,68,2020-03-11,2026-03-11,Circle-West,Range,Range,Timber,OffenceCompounding,0.00,100.00,1,1,PCCF,,RULE-TI-0703,Timber OffenceCompounding threshold rule 703
704,55,2018-05-22,,Circle-North,Beat,Range,Land,FireClearance,10.00,60.00,0,0,CF,RO,RULE-LA-0704,Land FireClearance threshold rule 704
705,36,2024-01-16,,Circle-South,Range,Circle,Budget,LandUseChange,500.00,1500.00,1,0,FinanceOfficer,LegalOfficer,RULE-BU-0705,Budget LandUseChange threshold rule 705
706,9,2023-06-30,2025-06-30,Statewide,Beat,HeadOffice,Land,PermitIssue,100.00,150.00,1,0,APCCF,LegalOfficer,RULE-LA-0706,Land PermitIssue threshold rule 706
707,60,2025-09-06,,Statewide,Beat,Division,Land,BudgetSanction,0.00,1000.00,0,0,RO,,RULE-LA-0707,Land BudgetSanction threshold rule 707
708,28,2023-12-06,,Statewide,Beat,Beat,Timber,OffenceCompounding,25.00,50.00,1,0,DFO,,RULE-TI-0708,Timber OffenceCompounding threshold rule 708
709,29,2023-11-13,2025-11-13,Circle-West,Division,Circle,Budget,LandUseChange,100.00,200.00,0,0,LegalOfficer,,RULE-BU-0709,Budget LandUseChange threshold rule 709
710,93,2022-12-24,,Circle-East,Range,HeadOffice,Wildlife,OffenceCompounding,50.00,550.00,0,0,LegalOfficer,FinanceOfficer,RULE-WI-0710,Wildlife OffenceCompounding threshold rule 710
711,91,2024-07-06,,Circle-North,Beat,Range,Timber,TransportPass,0.00,100.00,0,0,APCCF,,RULE-TI-0711,Timber TransportPass threshold rule 711
712,30,2025-05-09,,Circle-North,Circle,HeadOffice,Land,BudgetSanction,100.00,125.00,0,0,RO,LegalOfficer,RULE-LA-0712,Land BudgetSanction threshold rule 712
713,98,2021-10-07,,Circle-West,Range,Circle,Transport,TransportPass,500.00,550.00,1,0,RO,,RULE-TR-0713,Transport TransportPass threshold rule 713
714,89,2019-11-07,,Statewide,Range,Range,Budget,LandUseChange,100.00,125.00,1,0,FinanceOfficer,CF,RULE-BU-0714,Budget LandUseChange threshold rule 714
715,51,2018-01-07,2021-01-07,Circle-West,Range,Division,Timber,FireClearance,50.00,550.00,1,0,RO,,RULE-TI-0715,Timber FireClearance threshold rule 715
716,26,2021-12-05,,Circle-East,Division,Division,Land,OffenceCompounding,100.00,125.00,1,0,RO,,RULE-LA-0716,Land OffenceCompounding threshold rule 716
717,85,2019-01-03,2024-01-03,Circle-South,Division,HeadOffice,Transport,PermitIssue,25.00,125.00,1,0,APCCF,,RULE-TR-0717,Transport PermitIssue threshold rule 717
718,35,2023-11-04,2030-11-04,Circle-East,Circle,HeadOffice,Fire,OffenceCompounding,0.00,1000.00,1,1,RO,FinanceOfficer,RULE-FI-0718,Fire OffenceCompounding threshold rule 718
719,8,2017-07-08,,Circle-North,Range,Range,Transport,TransportPass,50.00,75.00,0,1,APCCF,RO,RULE-TR-0719,Transport TransportPass threshold rule 719
720,29,2018-05-12,2024-05-12,Circle-West,Division,Division,Budget,BudgetSanction,500.00,600.00,0,1,APCCF,,RULE-BU-0720,Budget BudgetSanction threshold rule 720
721,32,2025-09-30,,Circle-South,Beat,Circle,Transport,FireClearance,10.00,1010.00,0,1,RO,,RULE-TR-0721,Transport FireClearance threshold rule 721
722,47,2021-07-25,,Circle-South,Beat,Beat,Transport,TransportPass,500.00,550.00,1,1,DFO,RO,RULE-TR-0722,Transport TransportPass threshold rule 722
723,35,2016-09-29,,Circle-North,Range,Range,Land,BudgetSanction,50.00,150.00,1,0,DFO,,RULE-LA-0723,Land BudgetSanction threshold rule 723
724,48,2024-02-16,,Statewide,Division,HeadOffice,Timber,LandUseChange,100.00,150.00,1,0,PCCF,,RULE-TI-0724,Timber LandUseChange threshold rule 724
725,70,2025-12-25,,Circle-South,Division,Division,Wildlife,BudgetSanction,100.00,125.00,1,0,PCCF,,RULE-WI-0725,Wildlife BudgetSanction threshold rule 725
726,76,2019-06-10,,Circle-East,Division,HeadOffice,Budget,LandUseChange,10.00,110.00,1,0,APCCF,,RULE-BU-0726,Budget LandUseChange threshold rule 726
727,4,2022-03-26,,Circle-West,Beat,Beat,Land,LandUseChange,10.00,510.00,1,0,LegalOfficer,RO,RULE-LA-0727,Land LandUseChange threshold rule 727
728,97,2017-03-09,2021-03-09,Circle-North,Beat,Circle,Wildlife,BudgetSanction,50.00,100.00,1,0,RO,,RULE-WI-0728,Wildlife BudgetSanction threshold rule 728
729,2,2020-10-06,,Circle-North,Division,Division,Land,PermitIssue,0.00,1000.00,1,0,LegalOfficer,,RULE-LA-0729,Land PermitIssue threshold rule 729
730,60,2025-07-03,,Circle-East,Division,Circle,Transport,OffenceCompounding,100.00,150.00,0,0,LegalOfficer,,RULE-TR-0730,Transport OffenceCompounding threshold rule 730
731,99,2018-10-24,2024-10-24,Statewide,Circle,HeadOffice,Land,BudgetSanction,50.00,1050.00,1,1,FinanceOfficer,FinanceOfficer,RULE-LA-0731,Land BudgetSanction threshold rule 731
732,1,2024-02-27,,Circle-North,Circle,HeadOffice,Fire,PermitIssue,10.00,110.00,1,1,RO,,RULE-FI-0732,Fire PermitIssue threshold rule 732
733,94,2024-04-29,,Circle-South,Circle,Circle,Budget,LandUseChange,25.00,75.00,1,0,CF,,RULE-BU-0733,Budget LandUseChange threshold rule 733
734,87,2024-04-10,,Circle-East,Circle,HeadOffice,Wildlife,PermitIssue,0.00,5000.00,0,0,RO,LegalOfficer,RULE-WI-0734,Wildlife PermitIssue threshold rule 734
735,64,2025-06-25,2031-06-25,Circle-West,Range,Range,Timber,TransportPass,0.00,50.00,1,0,DFO,LegalOfficer,RULE-TI-0735,Timber TransportPass threshold rule 735
736,96,2017-05-11,2019-05-11,Statewide,Division,Division,Timber,BudgetSanction,25.00,50.00,1,0,DFO,DFO,RULE-TI-0736,Timber BudgetSanction threshold rule 736
737,23,2020-07-03,2021-07-03,Circle-East,Division,Division,Land,FireClearance,25.00,75.00,1,0,LegalOfficer,RO,RULE-LA-0737,Land FireClearance threshold rule 737
738,30,2016-03-19,2022-03-19,Circle-East,Range,Circle,Fire,PermitIssue,100.00,200.00,1,0,APCCF,,RULE-FI-0738,Fire PermitIssue threshold rule 738
739,44,2020-07-11,,Circle-North,Circle,Circle,Wildlife,BudgetSanction,25.00,125.00,1,0,CF,,RULE-WI-0739,Wildlife BudgetSanction threshold rule 739
740,87,2019-09-17,,Circle-South,Division,Circle,Timber,FireClearance,25.00,1025.00,0,1,PCCF,LegalOfficer,RULE-TI-0740,Timber FireClearance threshold rule 740
741,60,2024-08-10,,Statewide,Beat,HeadOffice,Fire,PermitIssue,10.00,1010.00,0,0,APCCF,,RULE-FI-0741,Fire PermitIssue threshold rule 741
742,48,2015-10-18,,Circle-West,Beat,Range,Fire,FireClearance,0.00,50.00,0,0,LegalOfficer,,RULE-FI-0742,Fire FireClearance threshold rule 742
743,33,2023-09-26,,Statewide,Beat,Circle,Wildlife,PermitIssue,50.00,550.00,1,0,LegalOfficer,,RULE-WI-0743,Wildlife PermitIssue threshold rule 743
744,50,2023-11-25,,Circle-East,Circle,HeadOffice,Fire,BudgetSanction,500.00,525.00,1,0,FinanceOfficer,PCCF,RULE-FI-0744,Fire BudgetSanction threshold rule 744
745,31,2020-12-31,,Circle-West,Beat,Circle,Transport,LandUseChange,0.00,250.00,1,0,FinanceOfficer,CF,RULE-TR-0745,Transport LandUseChange threshold rule 745
746,21,2022-05-15,,Circle-West,Circle,HeadOffice,Transport,PermitIssue,25.00,50.00,1,1,CF,,RULE-TR-0746,Transport PermitIssue threshold rule 746
747,98,2016-08-07,,Statewide,Circle,HeadOffice,Timber,FireClearance,0.00,50.00,1,0,RO,FinanceOfficer,RULE-TI-0747,Timber FireClearance threshold rule 747
748,33,2023-08-15,2026-08-15,Circle-East,Division,HeadOffice,Transport,PermitIssue,25.00,75.00,1,0,PCCF,,RULE-TR-0748,Transport PermitIssue threshold rule 748
749,37,2018-10-06,,Circle-East,Division,Division,Fire,BudgetSanction,100.00,1100.00,1,0,RO,,RULE-FI-0749,Fire BudgetSanction threshold rule 749
750,27,2015-04-21,2016-04-21,Circle-East,Range,HeadOffice,Land,LandUseChange,100.00,125.00,1,0,CF,,RULE-LA-0750,Land LandUseChange threshold rule 750
751,94,2015-11-18,,Circle-West,Circle,HeadOffice,Fire,TransportPass,0.00,1000.00,1,1,LegalOfficer,LegalOfficer,RULE-FI-0751,Fire TransportPass threshold rule 751
752,2,2017-09-23,,Circle-North,Range,HeadOffice,Timber,FireClearance,100.00,600.00,1,0,PCCF,LegalOfficer,RULE-TI-0752,Timber FireClearance threshold rule 752
753,4,2019-10-08,,Circle-West,Beat,Division,Transport,OffenceCompounding,10.00,35.00,0,0,DFO,PCCF,RULE-TR-0753,Transport OffenceCompounding threshold rule 753
754,91,2015-10-05,2020-10-05,Circle-South,Range,Circle,Wildlife,FireClearance,500.00,550.00,1,0,PCCF,RO,RULE-WI-0754,Wildlife FireClearance threshold rule 754
755,77,2020-09-27,2025-09-27,Circle-East,Division,HeadOffice,Fire,TransportPass,50.00,100.00,0,0,CF,,RULE-FI-0755,Fire TransportPass threshold rule 755
756,69,2025-04-30,,Circle-East,Range,Range,Timber,BudgetSanction,500.00,550.00,1,0,LegalOfficer,,RULE-TI-0756,Timber BudgetSanction threshold rule 756
757,44,2020-09-27,,Circle-North,Division,Division,Fire,OffenceCompounding,10.00,110.00,1,0,APCCF,,RULE-FI-0757,Fire OffenceCompounding threshold rule 757
758,71,2020-01-18,2024-01-18,Statewide,Range,Range,Land,BudgetSanction,50.00,150.00,0,1,RO,DFO,RULE-LA-0758,Land BudgetSanction threshold rule 758
759,34,2020-11-19,,Circle-North,Beat,Range,Fire,FireClearance,0.00,250.00,1,1,APCCF,,RULE-FI-0759,Fire FireClearance threshold rule 759
760,96,2023-07-04,2029-07-04,Statewide,Range,Circle,Fire,FireClearance,0.00,5000.00,1,0,FinanceOfficer,PCCF,RULE-FI-0760,Fire FireClearance threshold rule 760
761,76,2024-04-29,2029-04-29,Circle-North,Division,Division,Timber,PermitIssue,100.00,600.00,0,0,DFO,,RULE-TI-0761,Timber PermitIssue threshold rule 761
762,30,2015-07-23,,Circle-North,Circle,HeadOffice,Timber,OffenceCompounding,100.00,150.00,0,1,APCCF,,RULE-TI-0762,Timber OffenceCompounding threshold rule 762
763,45,2020-06-11,,Statewide,Division,Division,Wildlife,FireClearance,50.00,550.00,1,1,RO,APCCF,RULE-WI-0763,Wildlife FireClearance threshold rule 763
764,84,2017-05-29,,Circle-East,Range,HeadOffice,Wildlife,PermitIssue,25.00,75.00,1,0,CF,,RULE-WI-0764,Wildlife PermitIssue threshold rule 764
765,30,2016-02-10,,Circle-South,Circle,Circle,Wildlife,BudgetSanction,500.00,600.00,1,0,RO,FinanceOfficer,RULE-WI-0765,Wildlife BudgetSanction threshold rule 765
766,92,2015-10-28,2016-10-28,Circle-East,Beat,HeadOffice,Land,OffenceCompounding,500.00,600.00,1,0,PCCF,CF,RULE-LA-0766,Land OffenceCompounding threshold rule 766
767,55,2025-11-09,2026-11-09,Circle-East,Division,Division,Budget,BudgetSanction,25.00,50.00,0,1,FinanceOfficer,,RULE-BU-0767,Budget BudgetSanction threshold rule 767
768,78,2021-05-09,,Circle-North,Division,HeadOffice,Land,BudgetSanction,100.00,600.00,1,1,CF,,RULE-LA-0768,Land BudgetSanction threshold rule 768
769,19,2019-04-03,,Circle-West,Circle,HeadOffice,Budget,BudgetSanction,50.00,75.00,1,0,APCCF,,RULE-BU-0769,Budget BudgetSanction threshold rule 769
770,35,2017-07-26,,Circle-East,Division,HeadOffice,Wildlife,BudgetSanction,10.00,110.00,0,1,PCCF,LegalOfficer,RULE-WI-0770,Wildlife BudgetSanction threshold rule 770
771,38,2018-10-30,,Statewide,Beat,Beat,Land,LandUseChange,0.00,5000.00,1,0,DFO,,RULE-LA-0771,Land LandUseChange threshold rule 771
772,30,2020-02-13,,Statewide,Circle,Circle,Wildlife,TransportPass,50.00,150.00,0,1,RO,,RULE-WI-0772,Wildlife TransportPass threshold rule 772
773,52,2024-02-10,,Circle-North,Division,Circle,Transport,FireClearance,50.00,550.00,1,0,PCCF,,RULE-TR-0773,Transport FireClearance threshold rule 773
774,14,2020-12-11,,Circle-East,Division,HeadOffice,Budget,FireClearance,500.00,525.00,1,1,DFO,PCCF,RULE-BU-0774,Budget FireClearance threshold rule 774
775,48,2023-01-15,,Circle-North,Beat,HeadOffice,Timber,BudgetSanction,10.00,110.00,1,0,PCCF,DFO,RULE-TI-0775,Timber BudgetSanction threshold rule 775
776,25,2019-12-27,2024-12-27,Circle-West,Range,Range,Fire,LandUseChange,50.00,100.00,1,0,RO,,RULE-FI-0776,Fire LandUseChange threshold rule 776
777,82,2016-01-12,,Statewide,Range,Range,Fire,LandUseChange,100.00,125.00,1,0,LegalOfficer,,RULE-FI-0777,Fire LandUseChange threshold rule 777
778,36,2025-03-30,,Circle-West,Range,HeadOffice,Fire,TransportPass,500.00,1000.00,0,1,FinanceOfficer,DFO,RULE-FI-0778,Fire TransportPass threshold rule 778
779,65,2020-02-27,2022-02-27,Circle-South,Beat,Range,Timber,BudgetSanction,500.00,600.00,0,0,DFO,,RULE-TI-0779,Timber BudgetSanction threshold rule 779
780,70,2021-08-17,,Circle-South,Division,Circle,Budget,FireClearance,0.00,50.00,1,0,PCCF,CF,RULE-BU-0780,Budget FireClearance threshold rule 780
781,4,2017-10-12,,Circle-East,Range,Division,Land,OffenceCompounding,0.00,1000.00,1,0,DFO,,RULE-LA-0781,Land OffenceCompounding threshold rule 781
782,33,2023-01-05,,Circle-East,Beat,Division,Transport,PermitIssue,0.00,100.00,0,0,LegalOfficer,DFO,RULE-TR-0782,Transport PermitIssue threshold rule 782
783,52,2019-08-18,,Circle-West,Range,Circle,Budget,OffenceCompounding,0.00,50.00,1,1,FinanceOfficer,LegalOfficer,RULE-BU-0783,Budget OffenceCompounding threshold rule 783
784,12,2015-09-12,,Statewide,Division,Circle,Transport,PermitIssue,500.00,550.00,1,0,CF,RO,RULE-TR-0784,Transport PermitIssue threshold rule 784
785,27,2015-09-15,,Circle-North,Beat,Range,Wildlife,OffenceCompounding,50.00,550.00,0,1,DFO,DFO,RULE-WI-0785,Wildlife OffenceCompounding threshold rule 785
786,65,2015-06-28,2019-06-28,Circle-East,Circle,Circle,Timber,LandUseChange,10.00,60.00,0,0,LegalOfficer,CF,RULE-TI-0786,Timber LandUseChange threshold rule 786
787,57,2018-04-11,,Statewide,Circle,Circle,Transport,FireClearance,25.00,125.00,1,0,APCCF,,RULE-TR-0787,Transport FireClearance threshold rule 787
788,67,2021-11-20,2028-11-20,Statewide,Range,Division,Land,PermitIssue,500.00,550.00,1,1,CF,,RULE-LA-0788,Land PermitIssue threshold rule 788
789,36,2020-04-06,,Circle-South,Range,Range,Wildlife,LandUseChange,10.00,35.00,1,0,RO,FinanceOfficer,RULE-WI-0789,Wildlife LandUseChange threshold rule 789
790,48,2019-03-23,2020-03-23,Circle-South,Circle,HeadOffice,Fire,TransportPass,100.00,150.00,0,0,DFO,DFO,RULE-FI-0790,Fire TransportPass threshold rule 790
791,37,2024-05-15,,Circle-East,Circle,Circle,Budget,TransportPass,10.00,35.00,1,1,FinanceOfficer,,RULE-BU-0791,Budget TransportPass threshold rule 791
792,10,2020-01-15,,Statewide,Beat,Circle,Transport,OffenceCompounding,0.00,5000.00,1,0,CF,,RULE-TR-0792,Transport OffenceCompounding threshold rule 792
793,65,2016-04-29,,Circle-South,Division,HeadOffice,Fire,LandUseChange,100.00,1100.00,0,0,LegalOfficer,APCCF,RULE-FI-0793,Fire LandUseChange threshold rule 793
794,10,2018-11-19,2023-11-19,Statewide,Beat,Division,Timber,BudgetSanction,10.00,60.00,1,1,APCCF,CF,RULE-TI-0794,Timber BudgetSanction threshold rule 794
795,20,2022-09-23,,Circle-North,Division,Division,Timber,TransportPass,10.00,110.00,0,0,CF,,RULE-TI-0795,Timber TransportPass threshold rule 795
796,13,2023-09-24,,Circle-West,Division,HeadOffice,Fire,FireClearance,50.00,75.00,0,0,RO,RO,RULE-FI-0796,Fire FireClearance threshold rule 796
