heap_index,case_id,species,condition,triage_level,age_years,temperature_c,resp_rate_min,heart_rate_bpm,trauma_severity_0_3,infectious_suspect,pregnant,priority_score
945,ANM_0945,RHINO,RESPIRATORY,YELLOW_URGENT,10.5,38.9,71,185,0,NO,NO,28.0
946,ANM_0014,CHITAL,NEURO,YELLOW_URGENT,2.5,37.9,30,198,0,NO,NO,20.0
947,ANM_0947,OTTER,OBSTETRIC,YELLOW_URGENT,10.2,38.4,28,126,0,NO,NO,20.0
948,ANM_0474,NILGAI,GI,GREEN_STANDARD,9.4,38.3,27,192,3,NO,YES,39.0
949,ANM_0949,LANGUR,RESPIRATORY,YELLOW_URGENT,4.4,38.3,38,130,3,NO,NO,44.0
950,ANM_0950,HYENA,FEVER,YELLOW_URGENT,1.2,37.5,69,140,0,NO,YES,38.0
951,ANM_0059,OTTER,TRAUMA,GREEN_STANDARD,4.3,39.3,69,70,0,NO,NO,13.0
952,ANM_0952,CROCODILE,NEURO,ORANGE_VERY_URGENT,6.1,39.4,63,196,0,NO,NO,48.0
953,ANM_0953,TIGER,NEURO,YELLOW_URGENT,6.5,37.7,67,195,0,NO,NO,28.0
954,ANM_0119,NILGAI,OBSTETRIC,YELLOW_URGENT,5.5,37.1,59,71,2,NO,NO,45.0
955,ANM_0955,RHINO,FEVER,GREEN_STANDARD,3.1,38.7,69,90,2,NO,NO,29.0
956,ANM_0956,WILD_DOG,TRAUMA,GREEN_STANDARD,6.9,37.1,39,191,0,NO,NO,10.0
957,ANM_0957,MACAQUE,TRAUMA,YELLOW_URGENT,7.5,37.6,42,87,0,NO,NO,24.0
958,ANM_0239,HYENA,TRAUMA,GREEN_STANDARD,0.3,38.5,43,75,3,NO,YES,43.0
959,ANM_0959,TIGER,RESPIRATORY,GREEN_STANDARD,3.2,38.4,43,136,2,NO,NO,25.0
960,ANM_0030,GAUR,FEVER,GREEN_STANDARD,10.6,37.8,30,172,2,NO,NO,21.0
961,ANM_0480,WILD_DOG,FEVER,YELLOW_URGENT,7.6,38.2,41,126,2,NO,NO,40.0
962,ANM_0962,MACAQUE,NEURO,GREEN_STANDARD,1.6,38.4,51,92,2,NO,NO,25.0
963,ANM_0963,WILD_BOAR,OBSTETRIC,GREEN_STANDARD,9.0,40.1,28,88,0,NO,YES,25.0
964,ANM_0482,BARASINGHA,NEURO,YELLOW_URGENT,9.3,38.2,25,157,2,NO,NO,36.0
965,ANM_0241,BLACKBUCK,RESPIRATORY,ORANGE_VERY_URGENT,1.3,36.7,32,194,2,NO,NO,61.0
966,ANM_0120,LEOPARD,GI,GREEN_STANDARD,5.2,36.5,65,173,0,NO,NO,18.0
967,ANM_0483,SLOTH_BEAR,NEURO,GREEN_STANDARD,4.2,39.2,56,163,0,YES,NO,21.0
968,ANM_0968,LEOPARD,GI,YELLOW_URGENT,3.8,39.2,34,116,2,NO,YES,46.0
969,ANM_0242,WILD_BOAR,TRAUMA,YELLOW_URGENT,5.0,38.8,64,117,2,NO,NO,44.0
970,ANM_0485,PEAFOWL,OBSTETRIC,GREEN_STANDARD,5.1,36.9,21,92,1,NO,NO,18.0
971,ANM_0971,SLOTH_BEAR,FEVER,GREEN_STANDARD,4.5,37.5,26,63,1,NO,NO,13.0
972,ANM_0972,NILGAI,NEURO,GREEN_STANDARD,6.4,37.9,61,130,1,NO,YES,31.0
973,ANM_0973,RHINO,RESPIRATORY,YELLOW_URGENT,7.3,36.2,78,108,1,NO,NO,46.0
974,ANM_0974,ELEPHANT,OBSTETRIC,YELLOW_URGENT,3.8,38.4,68,111,1,YES,NO,48.0
975,ANM_0243,LEOPARD,TRAUMA,YELLOW_URGENT,4.7,38.4,60,62,1,YES,NO,44.0
976,ANM_0976,BLACKBUCK,TRAUMA,YELLOW_URGENT,6.4,40.8,70,65,1,NO,NO,46.0
977,ANM_0244,BARASINGHA,OBSTETRIC,GREEN_STANDARD,11.7,40.5,78,70,1,YES,NO,43.0
978,ANM_0489,OTTER,FEVER,YELLOW_URGENT,1.8,40.7,54,105,3,NO,NO,58.0
979,ANM_0122,LANGUR,OBSTETRIC,YELLOW_URGENT,1.4,39.5,74,115,3,NO,NO,52.0
980,ANM_0980,SAMBAR_DEER,FEVER,GREEN_STANDARD,3.7,37.3,27,103,1,YES,NO,30.0
981,ANM_0490,PEAFOWL,GI,YELLOW_URGENT,7.7,37.5,42,183,1,NO,NO,32.0
982,ANM_0982,RHINO,TRAUMA,YELLOW_URGENT,7.7,40.9,40,81,2,NO,NO,46.0
983,ANM_0245,PEAFOWL,GI,ORANGE_VERY_URGENT,11.1,39.4,37,199,0,YES,NO,52.0
984,ANM_0492,MACAQUE,GI,ORANGE_VERY_URGENT,9.2,40.0,58,119,0,NO,NO,49.0
985,ANM_0985,HORNBILL,OBSTETRIC,ORANGE_VERY_URGENT,5.4,37.6,33,161,1,NO,NO,48.0
986,ANM_0123,BARASINGHA,GI,YELLOW_URGENT,8.8,37.6,40,125,2,NO,NO,36.0
987,ANM_0493,OTTER,GI,YELLOW_URGENT,2.1,39.7,44,156,1,NO,NO,37.0
988,ANM_0988,HYENA,GI,GREEN_STANDARD,11.7,36.5,53,95,0,NO,NO,14.0
989,ANM_0989,TIGER,TRAUMA,GREEN_STANDARD,9.2,39.2,22,93,1,NO,NO,13.0
990,ANM_0990,HORNBILL,TRAUMA,GREEN_STANDARD,0.3,40.0,54,146,0,YES,NO,26.0
991,ANM_0991,PEAFOWL,GI,GREEN_STANDARD,3.8,38.4,35,74,2,NO,YES,31.0
992,ANM_0992,LEOPARD,TRAUMA,YELLOW_URGENT,1.4,40.4,46,96,0,NO,YES,44.0
993,ANM_0015,RHINO,FEVER,GREEN_STANDARD,10.0,37.5,23,121,0,YES,NO,17.0
994,ANM_0994,HYENA,TRAUMA,GREEN_STANDARD,3.5,36.4,41,90,2,NO,NO,35.0
995,ANM_0248,ELEPHANT,FEVER,YELLOW_URGENT,7.4,39.0,69,143,0,NO,NO,28.0
996,ANM_0249,LANGUR,GI,ORANGE_VERY_URGENT,6.7,37.9,31,157,0,NO,NO,40.0
997,ANM_0997,ELEPHANT,TRAUMA,GREEN_STANDARD,11.7,39.9,29,141,1,NO,NO,18.0
998,ANM_0499,SAMBAR_DEER,GI,GREEN_STANDARD,1.6,39.8,35,158,3,YES,NO,46.0
999,ANM_0999,WILD_BOAR,FEVER,ORANGE_VERY_URGENT,5.2,39.5,46,145,1,NO,NO,52.0
1000,ANM_0500,WILD_DOG,GI,GREEN_STANDARD,1.3,39.3,33,181,3,NO,NO,29.0
